pkSeqID,flgs,proto,sport,dport,pkts,bytes,state,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,subcategory 
1646183,1.0,1,39396.0,39396.0,2,176,2,36253,5.047862,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198104,0.198104,0.0,0,0
1646184,1.0,1,5353.0,5353.0,1,183,2,36256,0.0,0.0,0.0,0.0,0.0,0.0,1,0,183,0,0.0,0.0,0.0,0,0
1646185,1.0,1,5353.0,5353.0,1,203,2,36257,0.0,0.0,0.0,0.0,0.0,0.0,1,0,203,0,0.0,0.0,0.0,0,0
1646186,1.0,1,52672.0,52672.0,2,176,2,36260,5.047875,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198103,0.198103,0.0,0,0
1646187,1.0,1,44424.0,44424.0,2,176,2,36264,5.048012,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198098,0.198098,0.0,0,0
1646188,1.0,1,50080.0,50080.0,2,176,2,36268,5.048011,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198098,0.198098,0.0,0,0
1646189,1.0,1,36790.0,36790.0,2,176,2,36272,5.047933,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198101,0.198101,0.0,0,0
1646190,1.0,1,56603.0,56603.0,2,176,2,36275,5.047899,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198102,0.198102,0.0,0,0
1646191,1.0,1,47703.0,47703.0,2,176,2,36279,5.0478,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198106,0.198106,0.0,0,0
1646192,1.0,1,39915.0,39915.0,2,176,2,36283,5.047934,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198101,0.198101,0.0,0,0
1646193,1.0,1,40889.0,40889.0,2,176,2,36287,5.04789,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198103,0.198103,0.0,0,0
1646194,1.0,1,56874.0,56874.0,2,176,2,36292,5.048109,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198094,0.198094,0.0,0,0
1646195,1.0,1,42560.0,42560.0,2,176,2,36296,5.047751,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198108,0.198108,0.0,0,0
1646196,1.0,1,43032.0,43032.0,2,176,2,36300,5.047929,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198101,0.198101,0.0,0,0
1646197,1.0,1,42581.0,42581.0,2,176,2,36303,5.047786,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198107,0.198107,0.0,0,0
1646198,1.0,1,55547.0,55547.0,2,176,2,36306,5.047964,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.1981,0.1981,0.0,0,0
1646199,1.0,1,56697.0,56697.0,2,176,2,36310,5.047907,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198102,0.198102,0.0,0,0
1646200,1.0,1,32784.0,32784.0,2,176,2,36313,5.04802,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198097,0.198097,0.0,0,0
1646201,1.0,1,51477.0,51477.0,2,176,2,36322,5.047966,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.1981,0.1981,0.0,0,0
1646202,1.0,1,38309.0,38309.0,2,176,2,36325,5.047864,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198104,0.198104,0.0,0,0
1646203,1.0,1,36763.0,36763.0,2,176,2,36329,5.047831,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198105,0.198105,0.0,0,0
1646204,1.0,1,35116.0,35116.0,2,176,2,36333,5.048023,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198097,0.198097,0.0,0,0
1646205,1.0,1,33253.0,33253.0,2,176,2,36338,5.047956,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.1981,0.1981,0.0,0,0
1646206,1.0,1,58060.0,58060.0,2,176,2,36341,5.047838,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198105,0.198105,0.0,0,0
1646207,1.0,1,35932.0,35932.0,2,176,2,36345,5.047926,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198101,0.198101,0.0,0,0
1646208,1.0,1,50082.0,50082.0,2,176,2,36349,5.047739,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198108,0.198108,0.0,0,0
1646209,1.0,1,45681.0,45681.0,2,176,2,36357,5.047729,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198109,0.198109,0.0,0,0
1646210,1.0,1,40535.0,40535.0,2,176,2,36362,5.047907,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198102,0.198102,0.0,0,0
1646211,1.0,1,50486.0,50486.0,2,176,2,36366,5.047789,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198107,0.198107,0.0,0,0
1646212,1.0,1,47434.0,47434.0,2,176,2,36370,5.047774,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198107,0.198107,0.0,0,0
1646213,1.0,1,45437.0,45437.0,2,176,2,36374,5.047828,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198105,0.198105,0.0,0,0
1646214,1.0,1,53599.0,53599.0,2,176,2,36378,5.047885,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198103,0.198103,0.0,0,0
1646215,1.0,1,58855.0,58855.0,2,176,2,36383,5.047875,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198103,0.198103,0.0,0,0
1646216,1.0,1,40091.0,40091.0,2,176,2,36387,5.047939,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198101,0.198101,0.0,0,0
1646218,1.0,1,52134.0,52134.0,2,176,2,10,5.047843,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198104,0.198104,0.0,0,0
1646220,1.0,1,43147.0,43147.0,2,176,2,13,5.047799,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198106,0.198106,0.0,0,0
1646222,1.0,1,56442.0,56442.0,2,176,2,18,5.047913,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198102,0.198102,0.0,0,0
1646224,1.0,1,49899.0,49899.0,2,176,2,22,5.047857,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198104,0.198104,0.0,0,0
1646226,1.0,1,40365.0,40365.0,2,176,2,25,5.047933,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198101,0.198101,0.0,0,0
1646228,1.0,1,41566.0,41566.0,2,176,2,30,5.047818,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198105,0.198105,0.0,0,0
1646230,1.0,1,58725.0,58725.0,2,176,2,33,5.047871,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198103,0.198103,0.0,0,0
1646232,1.0,1,45403.0,45403.0,2,176,2,37,5.047791,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198106,0.198106,0.0,0,0
1646234,1.0,1,59718.0,59718.0,2,176,2,41,5.047901,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198102,0.198102,0.0,0,0
1646236,1.0,1,34341.0,34341.0,2,176,2,45,5.04792,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198101,0.198101,0.0,0,0
1646238,1.0,1,57588.0,57588.0,2,176,2,49,5.047911,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198102,0.198102,0.0,0,0
1646240,1.0,1,54111.0,54111.0,2,176,2,52,5.048001,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198098,0.198098,0.0,0,0
1646242,1.0,1,54666.0,54666.0,2,180,1,58,0.016194,0.016194,0.0,0.016194,0.016194,0.016194,1,1,90,90,61.751263,0.0,0.0,0,0
1646243,1.0,1,34228.0,34228.0,2,176,2,57,5.047837,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198105,0.198105,0.0,0,0
1646245,1.0,1,35735.0,35735.0,2,176,2,63,5.047781,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198107,0.198107,0.0,0,0
1646247,1.0,1,42629.0,42629.0,2,176,2,67,5.047885,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198103,0.198103,0.0,0,0
1646249,1.0,1,52275.0,52275.0,2,176,2,71,5.047941,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198101,0.198101,0.0,0,0
1646251,1.0,1,45218.0,45218.0,2,176,2,76,5.047853,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198104,0.198104,0.0,0,0
1646253,1.0,1,51193.0,51193.0,2,176,2,81,5.047848,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198104,0.198104,0.0,0,0
1646255,1.0,1,45208.0,45208.0,2,176,2,85,5.047797,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198106,0.198106,0.0,0,0
1646257,1.0,1,49234.0,49234.0,2,176,2,90,5.047812,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198106,0.198106,0.0,0,0
1646475,7.0,2,8080.0,8080.0,68875,68510714,1,1,1643.048096,4.939343,0.217096,1625.043823,1.046709,4.999991,34438,34437,34528338,33982376,41.91843,20.959215,20.958607,0,0
1646476,1.0,1,80.0,80.0,78056,78923323,1,2,3535.847656,4.943508,0.218911,1843.928345,0.906847,4.999992,39029,39027,39124218,39799105,22.075329,11.037806,11.03724,0,0
1646477,1.0,2,80.0,80.0,77660,72287340,1,3,3535.847656,4.953872,0.138726,3502.387695,1.512785,4.999998,77660,0,72287340,0,21.963333,21.963333,0.0,0,0
1646478,1.0,1,80.0,80.0,74130,69332730,2,4,3535.847656,4.951407,0.158845,3500.64502,1.046623,4.999996,74130,0,69332730,0,20.964987,20.964987,0.0,0,0
1646479,1.0,2,0.0,0.0,45890,40697370,1,8,3535.801025,4.923785,0.121429,3476.192139,2.139867,4.999996,45890,0,40697370,0,12.978389,12.978389,0.0,0,0
1646481,1.0,1,365.0,365.0,42360,2541600,2,7,3535.800781,4.924584,0.164019,3476.756592,0.903252,4.999999,42360,0,2541600,0,11.98003,11.98003,0.0,0,0
1646482,5.0,2,49325.0,49325.0,5195,1287678,1,6,3518.448486,3.563281,1.538931,2273.373535,0.006892,4.999999,2602,2593,1116540,171138,1.476219,0.739246,0.736688,0,0
1646483,1.0,2,80.0,80.0,24710,7314160,1,5,3535.754395,4.866164,0.186772,3430.645508,1.720362,4.999996,24710,0,7314160,0,6.988325,6.988325,0.0,0,0
1646489,1.0,1,52733.0,52733.0,2,180,1,238,0.016081,0.016081,0.0,0.016081,0.016081,0.016081,1,1,90,90,62.185188,0.0,0.0,0,0
1646490,1.0,3,0.0,0.0,2,120,1,239,4.1e-05,4.1e-05,0.0,4.1e-05,4.1e-05,4.1e-05,1,1,60,60,24390.244141,0.0,0.0,0,0
1646506,1.0,3,0.0,0.0,50,3000,1,255,2352.634033,9.9e-05,2.8e-05,0.002467,5.8e-05,0.000153,25,25,1500,1500,0.020828,0.010201,0.010201,0,0
1646952,1.0,1,138.0,138.0,4,1000,2,728,2700.060059,0.0,0.0,0.0,0.0,0.0,4,0,1000,0,0.001111,0.001111,0.0,0,0
1647105,1.0,1,58999.0,58999.0,14,2730,1,890,2999.607178,0.663294,0.361475,4.643061,0.17754,1.230273,7,7,622,2108,0.004334,0.002001,0.002,0,0
1647107,1.0,3,0.0,0.0,4,240,1,892,1783.326782,0.000395,6.2e-05,0.000789,0.000333,0.000456,2,2,120,120,0.001682,0.000561,0.000561,0,0
1647122,1.0,3,0.0,0.0,14,840,1,909,2998.535156,0.000103,2.8e-05,0.000723,5e-05,0.000137,7,7,420,420,0.004335,0.002001,0.002001,0,0
1647888,1.0,1,41003.0,41003.0,2,227,1,1714,0.144997,0.144997,0.0,0.144997,0.144997,0.144997,1,1,76,151,6.896694,0.0,0.0,0,0
1647889,1.0,1,34617.0,34617.0,2,227,1,1715,0.145626,0.145626,0.0,0.145626,0.145626,0.145626,1,1,76,151,6.866906,0.0,0.0,0,0
1647890,1.0,3,0.0,0.0,2,120,1,1716,8.7e-05,8.7e-05,0.0,8.7e-05,8.7e-05,8.7e-05,1,1,60,60,11494.25293,0.0,0.0,0,0
1647891,1.0,1,60614.0,60614.0,2,203,1,1717,0.1445,0.1445,0.0,0.1445,0.1445,0.1445,1,1,64,139,6.920415,0.0,0.0,0,0
1647892,1.0,3,0.0,0.0,2,120,1,1718,0.000163,0.000163,0.0,0.000163,0.000163,0.000163,1,1,60,60,6134.969238,0.0,0.0,0,0
1647893,1.0,1,60760.0,60760.0,2,203,1,1719,0.145135,0.145135,0.0,0.145135,0.145135,0.145135,1,1,64,139,6.890137,0.0,0.0,0,0
1647894,1.0,1,41847.0,41847.0,2,227,1,1720,0.143851,0.143851,0.0,0.143851,0.143851,0.143851,1,1,76,151,6.951638,0.0,0.0,0,0
1647895,1.0,1,50628.0,50628.0,2,227,1,1721,0.143561,0.143561,0.0,0.143561,0.143561,0.143561,1,1,76,151,6.96568,0.0,0.0,0,0
1647896,1.0,3,0.0,0.0,2,120,1,1722,0.000151,0.000151,0.0,0.000151,0.000151,0.000151,1,1,60,60,6622.516602,0.0,0.0,0,0
1647897,1.0,1,45320.0,45320.0,2,203,1,1723,0.142985,0.142985,0.0,0.142985,0.142985,0.142985,1,1,64,139,6.993741,0.0,0.0,0,0
1647898,1.0,1,50757.0,50757.0,2,203,1,1724,0.144979,0.144979,0.0,0.144979,0.144979,0.144979,1,1,64,139,6.897551,0.0,0.0,0,0
1647899,1.0,1,45740.0,45740.0,2,227,1,1725,0.143924,0.143924,0.0,0.143924,0.143924,0.143924,1,1,76,151,6.948112,0.0,0.0,0,0
1647900,1.0,1,48833.0,48833.0,2,227,1,1726,0.008142,0.008142,0.0,0.008142,0.008142,0.008142,1,1,76,151,122.819946,0.0,0.0,0,0
1647901,1.0,1,47743.0,47743.0,2,203,1,1727,0.143686,0.143686,0.0,0.143686,0.143686,0.143686,1,1,64,139,6.95962,0.0,0.0,0,0
1647902,1.0,1,48349.0,48349.0,2,227,1,1728,0.14391,0.14391,0.0,0.14391,0.14391,0.14391,1,1,76,151,6.948787,0.0,0.0,0,0
1647903,1.0,1,51932.0,51932.0,2,203,1,1729,0.142666,0.142666,0.0,0.142666,0.142666,0.142666,1,1,64,139,7.009379,0.0,0.0,0,0
1647904,1.0,1,40340.0,40340.0,2,227,1,1730,0.143791,0.143791,0.0,0.143791,0.143791,0.143791,1,1,76,151,6.954538,0.0,0.0,0,0
1647905,1.0,1,50083.0,50083.0,2,203,1,1731,0.143257,0.143257,0.0,0.143257,0.143257,0.143257,1,1,64,139,6.980461,0.0,0.0,0,0
1647906,1.0,1,53158.0,53158.0,2,203,1,1732,0.008128,0.008128,0.0,0.008128,0.008128,0.008128,1,1,64,139,123.031487,0.0,0.0,0,0
1647907,1.0,3,0.0,0.0,44,2640,1,1733,2096.642334,0.000106,2.9e-05,0.002324,4.7e-05,0.00016,22,22,1320,1320,0.020509,0.010016,0.010016,0,0
1647908,1.0,3,0.0,0.0,48,2880,1,1734,2323.202637,0.000101,2.5e-05,0.00242,4.4e-05,0.000143,24,24,1440,1440,0.020231,0.0099,0.0099,0,0
1647909,1.0,3,0.0,0.0,46,2760,1,1735,2576.906738,9.9e-05,3.8e-05,0.00227,3e-06,0.000179,23,23,1380,1380,0.017463,0.008537,0.008537,0,0
1647910,1.0,1,40185.0,40185.0,2,180,1,1737,0.016021,0.016021,0.0,0.016021,0.016021,0.016021,1,1,90,90,62.418076,0.0,0.0,0,0
1647911,1.0,1,47161.0,47161.0,2,227,1,1738,0.144934,0.144934,0.0,0.144934,0.144934,0.144934,1,1,76,151,6.899693,0.0,0.0,0,0
1647912,1.0,1,55002.0,55002.0,2,203,1,1739,0.143216,0.143216,0.0,0.143216,0.143216,0.143216,1,1,64,139,6.98246,0.0,0.0,0,0
1647913,1.0,1,49568.0,49568.0,2,227,1,1740,0.143859,0.143859,0.0,0.143859,0.143859,0.143859,1,1,76,151,6.951251,0.0,0.0,0,0
1647914,1.0,1,50467.0,50467.0,2,203,1,1741,0.142817,0.142817,0.0,0.142817,0.142817,0.142817,1,1,64,139,7.001967,0.0,0.0,0,0
1647915,1.0,1,39642.0,39642.0,2,227,1,1742,0.145248,0.145248,0.0,0.145248,0.145248,0.145248,1,1,76,151,6.884777,0.0,0.0,0,0
1647916,1.0,1,44584.0,44584.0,2,203,1,1743,0.144068,0.144068,0.0,0.144068,0.144068,0.144068,1,1,64,139,6.941166,0.0,0.0,0,0
1647917,1.0,1,36673.0,36673.0,2,227,1,1744,0.143472,0.143472,0.0,0.143472,0.143472,0.143472,1,1,76,151,6.970001,0.0,0.0,0,0
1647918,1.0,1,34357.0,34357.0,2,203,1,1745,0.007801,0.007801,0.0,0.007801,0.007801,0.007801,1,1,64,139,128.18869,0.0,0.0,0,0
1647919,1.0,1,60568.0,60568.0,2,227,1,1746,0.146814,0.146814,0.0,0.146814,0.146814,0.146814,1,1,76,151,6.811339,0.0,0.0,0,0
1647920,1.0,1,34118.0,34118.0,2,203,1,1747,0.143611,0.143611,0.0,0.143611,0.143611,0.143611,1,1,64,139,6.963255,0.0,0.0,0,0
1647921,1.0,1,58797.0,58797.0,2,227,1,1748,0.143576,0.143576,0.0,0.143576,0.143576,0.143576,1,1,76,151,6.964952,0.0,0.0,0,0
1647922,1.0,1,43692.0,43692.0,2,203,1,1749,0.007809,0.007809,0.0,0.007809,0.007809,0.007809,1,1,64,139,128.057373,0.0,0.0,0,0
1647923,1.0,1,52085.0,52085.0,2,227,1,1750,0.14398,0.14398,0.0,0.14398,0.14398,0.14398,1,1,76,151,6.945409,0.0,0.0,0,0
1647924,1.0,1,41281.0,41281.0,2,203,1,1751,0.143293,0.143293,0.0,0.143293,0.143293,0.143293,1,1,64,139,6.978708,0.0,0.0,0,0
1647925,1.0,1,48084.0,48084.0,2,227,1,1752,0.143922,0.143922,0.0,0.143922,0.143922,0.143922,1,1,76,151,6.948208,0.0,0.0,0,0
1647926,1.0,1,33412.0,33412.0,2,203,1,1753,0.007621,0.007621,0.0,0.007621,0.007621,0.007621,1,1,64,139,131.21637,0.0,0.0,0,0
1647933,1.0,1,54781.0,54781.0,2,340,1,1765,0.181543,0.181543,0.0,0.181543,0.181543,0.181543,1,1,81,259,5.508337,0.0,0.0,0,0
1647941,1.0,1,37257.0,37257.0,2,340,1,1774,0.144575,0.144575,0.0,0.144575,0.144575,0.144575,1,1,81,259,6.916825,0.0,0.0,0,0
1647949,1.0,1,42930.0,42930.0,2,340,1,1782,0.144966,0.144966,0.0,0.144966,0.144966,0.144966,1,1,81,259,6.898169,0.0,0.0,0,0
1647950,1.0,1,38494.0,38494.0,2,340,1,1783,0.144222,0.144222,0.0,0.144222,0.144222,0.144222,1,1,81,259,6.933754,0.0,0.0,0,0
1647959,1.0,1,60085.0,60085.0,2,172,2,1798,2.501091,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399826,0.399826,0.0,0,0
1647963,1.0,1,35523.0,35523.0,2,172,2,1799,2.500965,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399846,0.399846,0.0,0,0
1647966,1.0,1,50611.0,50611.0,2,172,2,1801,2.501135,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399818,0.399818,0.0,0,0
1647967,1.0,1,49766.0,49766.0,2,172,2,1802,2.501034,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399835,0.399835,0.0,0,0
1647968,1.0,1,44441.0,44441.0,2,172,1,1812,0.007438,0.007438,0.0,0.007438,0.007438,0.007438,1,1,86,86,134.444748,0.0,0.0,0,0
1648981,1.0,1,51333.0,51333.0,2,172,1,2824,0.007111,0.007111,0.0,0.007111,0.007111,0.007111,1,1,86,86,140.627197,0.0,0.0,0,0
1649991,1.0,1,138.0,138.0,10,2715,2,3834,2912.099121,0.000128,1.7e-05,0.000638,0.000101,0.000152,10,0,2715,0,0.003091,0.003091,0.0,0,0
1649992,1.0,1,53543.0,53543.0,2,172,1,3835,0.007504,0.007504,0.0,0.007504,0.007504,0.007504,1,1,86,86,133.262268,0.0,0.0,0,0
1649993,1.0,1,33552.0,33552.0,2,172,1,3836,0.007194,0.007194,0.0,0.007194,0.007194,0.007194,1,1,86,86,139.00473,0.0,0.0,0,0
1652134,1.0,1,50496.0,50496.0,2,340,1,5979,0.234765,0.234765,0.0,0.234765,0.234765,0.234765,1,1,81,259,4.259579,0.0,0.0,0,0
1652135,1.0,1,48632.0,48632.0,2,340,1,5980,0.384907,0.384907,0.0,0.384907,0.384907,0.384907,1,1,81,259,2.59803,0.0,0.0,0,0
1652141,1.0,1,52938.0,52938.0,2,340,1,5986,0.14448,0.14448,0.0,0.14448,0.14448,0.14448,1,1,81,259,6.921373,0.0,0.0,0,0
1652142,1.0,1,41065.0,41065.0,2,340,1,5987,0.180786,0.180786,0.0,0.180786,0.180786,0.180786,1,1,81,259,5.531402,0.0,0.0,0,0
1652161,1.0,1,32939.0,32939.0,2,172,2,6007,2.501005,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399839,0.399839,0.0,0,0
1652162,1.0,1,49785.0,49785.0,2,172,2,6009,2.501044,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399833,0.399833,0.0,0,0
1652163,1.0,1,36287.0,36287.0,2,172,2,6010,2.500049,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399992,0.399992,0.0,0,0
1652164,1.0,1,56491.0,56491.0,2,172,2,6011,2.500543,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399913,0.399913,0.0,0,0
1652178,1.0,1,33811.0,33811.0,2,172,1,6029,0.007092,0.007092,0.0,0.007092,0.007092,0.007092,1,1,86,86,141.003952,0.0,0.0,0,0
1652878,1.0,1,47803.0,47803.0,2,172,1,6731,0.007384,0.007384,0.0,0.007384,0.007384,0.007384,1,1,86,86,135.427948,0.0,0.0,0,0
1653746,1.0,1,39651.0,39651.0,2,172,1,7599,0.007568,0.007568,0.0,0.007568,0.007568,0.007568,1,1,86,86,132.135315,0.0,0.0,0,0
1653747,1.0,1,33549.0,33549.0,2,172,1,7600,0.007109,0.007109,0.0,0.007109,0.007109,0.007109,1,1,86,86,140.666763,0.0,0.0,0,0
1656392,1.0,1,40422.0,40422.0,2,340,1,10245,0.180491,0.180491,0.0,0.180491,0.180491,0.180491,1,1,81,259,5.540442,0.0,0.0,0,0
1656405,1.0,1,39308.0,39308.0,2,340,1,10258,0.008656,0.008656,0.0,0.008656,0.008656,0.008656,1,1,81,259,115.526802,0.0,0.0,0,0
1656406,1.0,1,57410.0,57410.0,2,340,1,10259,0.188405,0.188405,0.0,0.188405,0.188405,0.188405,1,1,81,259,5.307714,0.0,0.0,0,0
1656413,1.0,1,57747.0,57747.0,2,340,1,10266,0.008517,0.008517,0.0,0.008517,0.008517,0.008517,1,1,81,259,117.412239,0.0,0.0,0,0
1656422,1.0,1,49397.0,49397.0,2,172,2,10275,2.501404,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399775,0.399775,0.0,0,0
1656423,1.0,1,60564.0,60564.0,2,172,2,10276,2.500913,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399854,0.399854,0.0,0,0
1656424,1.0,1,52356.0,52356.0,2,172,2,10277,2.501066,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.39983,0.39983,0.0,0,0
1656425,1.0,1,35415.0,35415.0,2,172,2,10279,2.499896,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.400017,0.400017,0.0,0,0
1656426,1.0,1,35442.0,35442.0,2,172,1,10283,0.007554,0.007554,0.0,0.007554,0.007554,0.007554,1,1,86,86,132.380203,0.0,0.0,0,0
1656779,1.0,1,51322.0,51322.0,2,172,1,10636,0.007072,0.007072,0.0,0.007072,0.007072,0.007072,1,1,86,86,141.402725,0.0,0.0,0,0
1656781,1.0,1,36430.0,36430.0,2,172,1,10638,0.006902,0.006902,0.0,0.006902,0.006902,0.006902,1,1,86,86,144.885544,0.0,0.0,0,0
1657694,1.0,1,39108.0,39108.0,2,172,1,11552,0.007712,0.007712,0.0,0.007712,0.007712,0.007712,1,1,86,86,129.668045,0.0,0.0,0,0
1661196,1.0,1,49497.0,49497.0,2,340,1,15056,0.232992,0.232992,0.0,0.232992,0.232992,0.232992,1,1,81,259,4.291993,0.0,0.0,0,0
1661204,1.0,1,37952.0,37952.0,2,340,1,15065,0.144686,0.144686,0.0,0.144686,0.144686,0.144686,1,1,81,259,6.911519,0.0,0.0,0,0
1661205,1.0,1,38116.0,38116.0,2,340,1,15066,0.217231,0.217231,0.0,0.217231,0.217231,0.217231,1,1,81,259,4.603395,0.0,0.0,0,0
1661217,1.0,1,33467.0,33467.0,2,340,1,15078,0.195174,0.195174,0.0,0.195174,0.195174,0.195174,1,1,81,259,5.123633,0.0,0.0,0,0
1661230,1.0,1,60277.0,60277.0,2,172,2,15087,2.501015,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399838,0.399838,0.0,0,0
1661231,1.0,1,46713.0,46713.0,2,172,2,15090,2.501052,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399832,0.399832,0.0,0,0
1661232,1.0,1,55800.0,55800.0,2,172,2,15091,2.500988,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399842,0.399842,0.0,0,0
1661233,1.0,1,45098.0,45098.0,2,172,2,15101,2.500048,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399992,0.399992,0.0,0,0
1661235,1.0,1,41196.0,41196.0,2,172,1,15103,0.007367,0.007367,0.0,0.007367,0.007367,0.007367,1,1,86,86,135.740463,0.0,0.0,0,0
1662254,1.0,3,0.0,0.0,134,8040,1,16122,2731.235352,0.000138,7.1e-05,0.009224,2.4e-05,0.00044,67,67,4020,4020,0.048696,0.024165,0.024165,0,0
1662255,1.0,1,48168.0,48168.0,2,176,2,16123,5.038183,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198484,0.198484,0.0,0,0
1662256,1.0,1,59165.0,59165.0,2,176,2,16124,5.043439,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198277,0.198277,0.0,0,0
1662257,1.0,1,38078.0,38078.0,8,704,2,16125,8.836685,3.472529,0.431824,13.890116,3.044051,4.034808,8,0,704,0,0.792152,0.792152,0.0,0,0
1662258,1.0,1,37343.0,37343.0,2,176,2,16126,5.040474,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198394,0.198394,0.0,0,0
1662259,1.0,1,37583.0,37583.0,2,176,2,16127,5.047575,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198115,0.198115,0.0,0,0
1662260,1.0,1,55595.0,55595.0,2,176,2,16128,5.045702,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198188,0.198188,0.0,0,0
1662261,1.0,1,41688.0,41688.0,2,176,2,16129,5.04275,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198305,0.198305,0.0,0,0
1662262,1.0,1,36587.0,36587.0,2,172,1,16131,0.007625,0.007625,0.0,0.007625,0.007625,0.007625,1,1,86,86,131.147537,0.0,0.0,0,0
1662263,1.0,1,53464.0,53464.0,2,172,1,16132,0.007265,0.007265,0.0,0.007265,0.007265,0.007265,1,1,86,86,137.64624,0.0,0.0,0,0
1664287,1.0,1,51479.0,51479.0,2,176,2,18157,5.047884,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198103,0.198103,0.0,0,0
1664288,1.0,1,48346.0,48346.0,2,176,2,18158,5.043847,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198261,0.198261,0.0,0,0
1664289,1.0,1,42799.0,42799.0,2,176,2,18159,5.047884,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198103,0.198103,0.0,0,0
1664290,1.0,1,58906.0,58906.0,2,176,2,18160,5.045997,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198177,0.198177,0.0,0,0
