pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPsrcIP,TnBPDstIP,TnPPSrcIP,TnPPDstIP,TnPPerProto,TnPPerDport,avgPD,attack,category,subcategory 
7592712,1528082514,e g,tcp,192.168.100.149,10580.0,192.168.100.3,80.0,9,822,RST,1528082564,107806,50.174259,0.139521,0.023303,,,0.418562,0.114067,0.170375,,,,,6,3,642,180,0.159444,0.099653,0.039997,1726981,2556585,21380,30090,43105,83600,0.179374846,1,DoS,TCP
8096558,1528082634,e,tcp,192.168.100.148,46457.0,192.168.100.7,80.0,1,154,REQ,1528082634,87331,0,0,0,,,0,0,0,,,,,1,0,154,0,0,0,0,1764406,1336172,21852,18544,42912,83589,#DIV/0!,1,DoS,TCP
7244758,1528082449,e g,tcp,192.168.100.149,43416.0,192.168.100.3,80.0,9,822,RST,1528082502,22013,52.852001,0.167018,0.014796,,,0.501055,0.149682,0.185835,,,,,6,3,642,180,0.151366,0.094604,0.037949,1727628,2566687,21349,30186,43048,83592,0.170286835,1,DoS,TCP
7637763,1528082518,e s,tcp,192.168.100.147,9546.0,192.168.100.6,80.0,4,522,RST,1528082555,152857,36.580227,0.013578,0.019202,,,0.040734,0,0.040734,,,,,3,1,462,60,0.082012,0.054674,0,1741602,1253378,21356,16769,43109,83568,0.109348693,1,DoS,TCP
7184467,1528082404,e s,tcp,192.168.100.147,11592.0,192.168.100.6,80.0,4,522,RST,1528082441,223882,37.483791,0.015075,0.021319,,,0.045224,0,0.045224,,,,,3,1,462,60,0.080035,0.053421,0,1752342,1258100,21493,16848,43038,83609,0.106712792,1,DoS,TCP
8497528,1528082691,e g,tcp,192.168.100.147,59164.0,192.168.100.3,80.0,9,822,RST,1528082742,30031,51.854218,0.138398,0.015415,,,0.415194,0.116653,0.150621,,,,,6,3,642,180,0.154279,0.096424,0.03857,1750802,2571294,21577,30315,43034,83545,0.173563508,1,DoS,TCP
6339844,1528082220,e s,tcp,192.168.100.150,50975.0,192.168.100.5,80.0,5,770,REQ,1528082267,165742,46.732414,0,0,,,0,0,0,,,,,5,0,770,0,0.085594,0.085594,0,1691338,1798969,20747,20164,43046,83543,0.106992119,1,DoS,TCP
7293493,1528082453,e s,tcp,192.168.100.150,64322.0,192.168.100.5,80.0,4,522,RST,1528082495,70748,42.404552,0.05411,0.076524,,,0.162331,0,0.162331,,,,,3,1,462,60,0.070747,0.047165,0,1705239,1757803,20991,19440,43049,83548,0.094329496,1,DoS,TCP
7231866,1528082449,e g,tcp,192.168.100.149,42013.0,192.168.100.3,80.0,9,822,RST,1528082502,9121,52.965126,0.154483,0.010557,,,0.46345,0.143908,0.168898,,,,,6,3,642,180,0.151043,0.094402,0.037761,1731770,2574428,21288,30350,43115,83522,0.16992313,1,DoS,TCP
7559754,1528082511,e s,tcp,192.168.100.148,30129.0,192.168.100.7,80.0,6,924,REQ,1528082565,74848,53.579872,0,0,,,0,0,0,,,,,6,0,924,0,0.093319,0.093319,0,1779769,1329165,21959,18605,43202,83519,0.11198235,1,DoS,TCP
7388872,1528082461,e s,tcp,192.168.100.147,9033.0,192.168.100.6,80.0,4,522,RST,1528082499,166127,38.622475,0.015278,0.021606,,,0.045834,0,0.045834,,,,,3,1,462,60,0.077675,0.051783,0,1737682,1252220,21421,16703,43076,83542,0.103566641,1,DoS,TCP
8191978,1528082641,e,tcp,192.168.100.150,1149.0,192.168.100.5,80.0,1,154,REQ,1528082641,182751,0,0,0,,,0,0,0,,,,,1,0,154,0,0,0,0,1698375,1748531,20834,19251,43056,83553,#DIV/0!,1,DoS,TCP
8672885,1528082706,e g,tcp,192.168.100.147,30395.0,192.168.100.3,80.0,6,548,RST,1528082730,205388,24.654451,0.145377,0.046571,,,0.290754,0.098806,0.191948,,,,,4,2,428,120,0.202803,0.121682,0.040561,1754646,2566483,21569,30103,43119,83550,0.243363764,1,DoS,TCP
7869978,1528082574,e s,tcp,192.168.100.148,46806.0,192.168.100.7,80.0,5,770,REQ,1528082616,122911,42.167652,0,0,,,0,0,0,,,,,5,0,770,0,0.094859,0.094859,0,1734780,1343994,21487,18743,43100,83529,0.118574304,1,DoS,TCP
7633944,1528082518,e s,tcp,192.168.100.150,617.0,192.168.100.5,80.0,3,462,REQ,1528082560,149038,42.563812,0,0,,,0,0,0,,,,,3,0,462,0,0.046988,0.046988,0,1687746,1774044,20783,19641,43246,83502,0.070482409,1,DoS,TCP
7254945,1528082450,e s,tcp,192.168.100.147,40819.0,192.168.100.6,80.0,3,462,REQ,1528082491,32200,40.885593,0,0,,,0,0,0,,,,,3,0,462,0,0.048917,0.048917,0,1738310,1239546,21491,16556,43191,83491,0.07337548,1,DoS,TCP
8493665,1528082690,e s,tcp,192.168.100.150,36241.0,192.168.100.6,80.0,3,462,REQ,1528082728,26168,38.127846,0,0,,,0,0,0,,,,,3,0,462,0,0.052455,0.052455,0,1722400,1247993,21265,16737,43126,83500,0.078682651,1,DoS,TCP
6564639,1528082277,e s,tcp,192.168.100.147,59310.0,192.168.100.6,80.0,4,522,RST,1528082318,128376,40.668053,0.012894,0.018235,,,0.038682,0,0.038682,,,,,3,1,462,60,0.073768,0.049225,0,1764732,1252284,21671,16768,43299,83557,0.098357303,1,DoS,TCP
6004059,1528082154,e s,tcp,192.168.100.150,4896.0,192.168.100.5,80.0,4,616,REQ,1528082189,92124,35.551888,0,0,,,0,0,0,,,,,4,0,616,0,0.084384,0.084384,0,1723378,1750380,21145,19350,43174,83519,0.112511606,1,DoS,TCP
6637345,1528082285,e g,tcp,192.168.100.149,29990.0,192.168.100.3,80.0,6,548,RST,1528082312,201082,26.881092,0.179489,0.0122,,,0.358979,0.16729,0.191689,,,,,4,2,428,120,0.186004,0.111603,0.037201,1706628,2571616,20952,30305,43156,83484,0.223205218,1,DoS,TCP
6691607,1528082295,e g,tcp,192.168.100.149,51598.0,192.168.100.3,80.0,6,548,RST,1528082321,255344,26.184429,0.130851,0.003384,,,0.261702,0.127467,0.134235,,,,,4,2,428,120,0.190953,0.114572,0.038191,1710895,2572550,21173,30507,43263,83528,0.229143817,1,DoS,TCP
6755164,1528082332,e s,tcp,192.168.100.148,39085.0,192.168.100.7,80.0,5,770,REQ,1528082371,56739,38.608593,0,0,,,0,0,0,,,,,5,0,770,0,0.103604,0.103604,0,1761440,1333792,21665,18614,43268,83482,0.129504849,1,DoS,TCP
6905372,1528082345,e s,tcp,192.168.100.147,16516.0,192.168.100.6,80.0,5,582,RST,1528082385,206947,39.923752,0.028524,0.020171,,,0.085571,0,0.043128,,,,,3,2,462,120,0.100191,0.050095,0.052064,1748098,1240938,21463,16598,43271,83505,0.12523873,1,DoS,TCP
6450689,1528082271,e s,tcp,192.168.100.148,56572.0,192.168.100.7,80.0,4,616,REQ,1528082327,14426,55.978695,0,0,,,0,0,0,,,,,4,0,616,0,0.053592,0.053592,0,1749119,1322205,21592,18442,43211,83459,0.071455757,1,DoS,TCP
8334663,1528082651,e g,tcp,192.168.100.147,27454.0,192.168.100.3,80.0,6,548,RST,1528082678,325436,26.962826,0.139037,0.017205,,,0.278075,0.121833,0.156242,,,,,4,2,428,120,0.185441,0.111264,0.037088,1771494,2582158,21925,30382,43182,83491,0.222528603,1,DoS,TCP
7902863,1528082577,e s,tcp,192.168.100.147,15549.0,192.168.100.6,80.0,4,522,RST,1528082615,155796,37.062424,0.015073,0.021316,,,0.045218,0,0.045218,,,,,3,1,462,60,0.080945,0.053963,0,1745102,1288534,21482,17291,43222,83446,0.107926022,1,DoS,TCP
8853400,1528082753,e s,tcp,192.168.100.149,13576.0,192.168.100.7,80.0,5,770,REQ,1528082791,123743,38.348965,0.937306,1.623462,,,3.749224,0,3.749224,,,,,5,0,770,0,0.104305,0.104305,0,1726634,1328916,21235,18487,43329,83507,0.130381615,1,DoS,TCP
7859415,1528082573,e s,tcp,192.168.100.148,41295.0,192.168.100.7,80.0,5,770,REQ,1528082615,112348,41.356052,0,0,,,0,0,0,,,,,5,0,770,0,0.096721,0.096721,0,1770488,1357188,22032,18888,43274,83446,0.120901289,1,DoS,TCP
8309554,1528082649,e s,tcp,192.168.100.148,27457.0,192.168.100.5,80.0,5,770,REQ,1528082683,300327,34.189747,0,0,,,0,0,0,,,,,5,0,770,0,0.116994,0.116994,0,1770000,1745420,22027,19419,43175,83439,0.146242673,1,DoS,TCP
8589028,1528082697,e s,tcp,192.168.100.150,58297.0,192.168.100.6,80.0,4,522,RST,1528082735,121531,38.505581,0.015253,0.021571,,,0.045759,0,0.045759,,,,,3,1,462,60,0.077911,0.052002,0,1654476,1244800,20252,16689,43203,83436,0.103881045,1,DoS,TCP
8318828,1528082650,e s,tcp,192.168.100.150,33127.0,192.168.100.6,80.0,3,368,RST,1528082669,309601,19.514803,0.024722,0.024722,,,0.049444,0,0.049444,,,,,2,1,308,60,0.102486,0.051373,0,1701948,1267136,20921,16961,43291,83395,0.153729453,1,DoS,TCP
7366529,1528082459,e s,tcp,192.168.100.147,1725.0,192.168.100.6,80.0,4,522,RST,1528082497,143784,38.901085,0.014628,0.020688,,,0.043885,0,0.043885,,,,,3,1,462,60,0.077119,0.051412,0,1749382,1253754,21381,16774,43329,83433,0.102824896,1,DoS,TCP
7632355,1528082518,e s,tcp,192.168.100.148,53133.0,192.168.100.7,80.0,5,770,REQ,1528082560,147449,42.460812,0,0,,,0,0,0,,,,,5,0,770,0,0.094205,0.094205,0,1760992,1333700,21786,18578,43218,83421,0.117755638,1,DoS,TCP
6945630,1528082350,e g,tcp,192.168.100.149,55199.0,192.168.100.3,80.0,6,548,RST,1528082377,247205,26.559471,0.156364,0.005212,,,0.312727,0.151152,0.161575,,,,,4,2,428,120,0.188257,0.112954,0.037651,1727184,2568290,21304,30337,43300,83404,0.225908114,1,DoS,TCP
7536367,1528082510,e s,tcp,192.168.100.147,44703.0,192.168.100.6,80.0,5,676,RST,1528082566,51461,55.907043,0.010423,0.018054,,,0.041693,0,0.041693,,,,,4,1,616,60,0.071547,0.053661,0,1743957,1244115,21401,16652,43388,83431,0.08943417,1,DoS,TCP
8074025,1528082632,e,tcp,192.168.100.150,35192.0,192.168.100.5,80.0,1,154,REQ,1528082632,64798,0,0,0,,,0,0,0,,,,,1,0,154,0,0,0,0,1697484,1747140,20856,19432,43402,83398,#DIV/0!,1,DoS,TCP
7238407,1528082449,e s,tcp,192.168.100.148,21585.0,192.168.100.7,80.0,7,1078,REQ,1528082492,15662,43.035721,0,0,,,0,0,0,,,,,7,0,1078,0,0.139419,0.139419,0,1782520,1332224,22267,18638,43491,83422,0.162655576,1,DoS,TCP
8917971,1528082761,e s,tcp,192.168.100.150,11997.0,192.168.100.6,80.0,3,368,RST,1528082782,188314,20.713539,0.023743,0.023743,,,0.047487,0,0.047487,,,,,2,1,308,60,0.096555,0.048389,0,1711466,1260274,21100,16867,43310,83403,0.144832807,1,DoS,TCP
8585891,1528082697,e s,tcp,192.168.100.150,57818.0,192.168.100.6,80.0,3,462,REQ,1528082735,118394,38.4687,0,0,,,0,0,0,,,,,3,0,462,0,0.05199,0.05199,0,1685885,1261726,20665,16952,43193,83406,0.077985479,1,DoS,TCP
8028923,1528082629,e,tcp,192.168.100.148,28501.0,192.168.100.7,80.0,1,154,REQ,1528082629,19696,0,0,0,,,0,0,0,,,,,1,0,154,0,0,0,0,1749864,1331118,21818,18524,43411,83429,#DIV/0!,1,DoS,TCP
8062590,1528082631,e,tcp,192.168.100.147,12074.0,192.168.100.6,80.0,1,154,REQ,1528082631,53363,0,0,0,,,0,0,0,,,,,1,0,154,0,0,0,0,1733644,1245696,21250,16729,43213,83442,#DIV/0!,1,DoS,TCP
8853086,1528082753,e s,tcp,192.168.100.150,50746.0,192.168.100.6,80.0,4,522,RST,1528082794,123429,41.042877,0.016229,0.022952,,,0.048688,0,0.048688,,,,,3,1,462,60,0.073094,0.04873,0,1712296,1256043,20965,16738,43340,83409,0.097459055,1,DoS,TCP
6606729,1528082282,e s,tcp,192.168.100.147,9026.0,192.168.100.6,80.0,4,522,RST,1528082322,170466,40.134792,0.01545,0.02185,,,0.04635,0,0.04635,,,,,3,1,462,60,0.074748,0.049832,0,1760126,1245478,21483,16559,43411,83457,0.099664152,1,DoS,TCP
7776365,1528082569,e s,tcp,192.168.100.148,63457.0,192.168.100.7,80.0,6,924,REQ,1528082621,29298,51.981747,0,0,,,0,0,0,,,,,6,0,924,0,0.096188,0.096188,0,1755014,1337716,21807,18670,43562,83425,0.115425132,1,DoS,TCP
7048176,1528082391,e s,tcp,192.168.100.150,53256.0,192.168.100.5,80.0,4,616,REQ,1528082432,87591,41.181458,0,0,,,0,0,0,,,,,4,0,616,0,0.072848,0.072848,0,1695342,1752114,20872,19628,43291,83403,0.097131092,1,DoS,TCP
8825639,1528082751,e s,tcp,192.168.100.149,65029.0,192.168.100.7,80.0,6,924,REQ,1528082789,95982,38.417892,2.166934,2.189821,,,8.667734,0,4.780443,,,,,6,0,924,0,0.130148,0.130148,0,1688977,1320035,20751,18450,43342,83348,0.156177231,1,DoS,TCP
8303670,1528082648,e s,tcp,192.168.100.150,29093.0,192.168.100.6,80.0,4,522,RST,1528082688,294443,39.670517,0.013761,0.019461,,,0.041282,0,0.041282,,,,,3,1,462,60,0.075623,0.050415,0,1667958,1270856,20284,17117,43231,83395,0.100830549,1,DoS,TCP
6876863,1528082342,e s,tcp,192.168.100.150,36372.0,192.168.100.5,80.0,4,616,REQ,1528082381,178438,38.987114,0,0,,,0,0,0,,,,,4,0,616,0,0.076949,0.076949,0,1700874,1735286,20936,19335,43582,83395,0.102598002,1,DoS,TCP
6228979,1528082211,e s,tcp,192.168.100.147,30960.0,192.168.100.6,80.0,5,676,REQ,1528082268,54877,56.931107,0.009218,0.015967,,,0.036874,0,0.036874,,,,,4,1,616,60,0.07026,0.052695,0,1772161,1238294,21945,16621,43412,83331,0.087825448,1,DoS,TCP
7259028,1528082450,e g,tcp,192.168.100.149,45243.0,192.168.100.3,80.0,9,822,RST,1528082503,36283,52.728397,0.147426,0.010305,,,0.442279,0.134658,0.159894,,,,,6,3,642,180,0.151721,0.094826,0.03793,1701693,2555263,20847,30099,43393,83374,0.170686016,1,DoS,TCP
8565002,1528082696,e s,tcp,192.168.100.149,50580.0,192.168.100.7,80.0,6,924,REQ,1528082745,97505,49.42976,0,0,,,0,0,0,,,,,6,0,924,0,0.101154,0.101154,0,1707305,1328293,21022,18603,43355,83388,0.121384364,1,DoS,TCP
8993109,1528082799,e g,tcp,192.168.100.147,1729.0,192.168.100.3,80.0,9,822,RST,1528082852,1287,52.511311,0.160903,0.004166,,,0.482708,0.157557,0.166775,,,,,6,3,642,180,0.152348,0.095218,0.038087,1744672,2565987,21514,30096,43449,83348,0.171391646,1,DoS,TCP
7531695,1528082509,e g,tcp,192.168.100.149,62780.0,192.168.100.3,80.0,9,822,RST,1528082558,46789,48.911152,0.147783,0.016881,,,0.443349,0.133175,0.17144,,,,,6,3,642,180,0.163562,0.102226,0.04089,1716027,2558155,20964,30124,43560,83391,0.184007116,1,DoS,TCP
8750378,1528082748,e s,tcp,192.168.100.149,26650.0,192.168.100.7,80.0,6,924,REQ,1528082795,20721,47.085438,0.708378,1.416756,,,3.54189,0,3.54189,,,,,6,0,924,0,0.10619,0.10619,0,1717078,1347880,21134,18736,43465,83301,0.127427932,1,DoS,TCP
8353345,1528082652,e s,tcp,192.168.100.148,51347.0,192.168.100.5,80.0,5,770,REQ,1528082685,344118,33.125347,0,0,,,0,0,0,,,,,5,0,770,0,0.120753,0.120753,0,1747186,1758274,21617,19621,43480,83290,0.150941815,1,DoS,TCP
7631828,1528082518,e g,tcp,192.168.100.149,19728.0,192.168.100.3,80.0,6,548,RST,1528082541,146922,23.797277,0.148466,0.012286,,,0.296933,0.136181,0.160752,,,,,4,2,428,120,0.210108,0.126065,0.042022,1691895,2554020,20872,30018,43619,83317,0.252129687,1,DoS,TCP
7145563,1528082399,e s,tcp,192.168.100.147,61086.0,192.168.100.6,80.0,4,522,RST,1528082436,184978,37.516945,0.014997,0.021209,,,0.044991,0,0.044991,,,,,3,1,462,60,0.079964,0.053309,0,1712078,1256710,20894,16911,43487,83300,0.106618489,1,DoS,TCP
8069235,1528082632,e,tcp,192.168.100.148,39231.0,192.168.100.7,80.0,1,154,REQ,1528082632,60008,0,0,0,,,0,0,0,,,,,1,0,154,0,0,0,0,1749432,1344965,21797,18701,43564,83311,#DIV/0!,1,DoS,TCP
6313025,1528082217,e s,tcp,192.168.100.150,41154.0,192.168.100.5,80.0,4,616,REQ,1528082266,138923,48.62862,0,0,,,0,0,0,,,,,4,0,616,0,0.061692,0.061692,0,1691288,1750048,20801,19493,43674,83365,0.082256087,1,DoS,TCP
8443122,1528082662,e *,tcp,192.168.100.147,54857.0,192.168.100.3,80.0,5,488,RST,1528082689,433895,27.201624,0.095385,0.062685,,,0.190771,0.0327,0.158071,,,,,3,2,368,120,0.14705,0.073525,0.036807,1728096,2546198,21291,30143,43454,83320,0.183812555,1,DoS,TCP
7300455,1528082453,e s,tcp,192.168.100.148,62985.0,192.168.100.7,80.0,7,1078,REQ,1528082503,77710,49.397217,0,0,,,0,0,0,,,,,7,0,1078,0,0.121464,0.121464,0,1768325,1318256,22086,18325,43313,83297,0.141708388,1,DoS,TCP
6568426,1528082278,e s,tcp,192.168.100.147,60718.0,192.168.100.6,80.0,4,522,RST,1528082318,132163,40.565456,0.018695,0.026439,,,0.056085,0,0.056085,,,,,3,1,462,60,0.073955,0.049303,0,1731084,1238478,21322,16604,43716,83300,0.098606065,1,DoS,TCP
8896130,1528082758,e s,tcp,192.168.100.150,3212.0,192.168.100.6,80.0,3,462,REQ,1528082799,166473,40.716354,0,0,,,0,0,0,,,,,3,0,462,0,0.04912,0.04912,0,1671002,1235446,20576,16561,43627,83322,0.073680468,1,DoS,TCP
6616550,1528082283,e s,tcp,192.168.100.148,30258.0,192.168.100.7,80.0,4,616,REQ,1528082324,180287,41.005344,0,0,,,0,0,0,,,,,4,0,616,0,0.073161,0.073161,0,1744636,1326684,21504,18530,43660,83267,0.097548261,1,DoS,TCP
8765129,1528082748,e s,tcp,192.168.100.148,5747.0,192.168.100.5,80.0,6,924,REQ,1528082790,35472,41.380432,0,0,,,0,0,0,,,,,6,0,924,0,0.12083,0.12083,0,1759430,1751006,21932,19498,43595,83322,0.14499607,1,DoS,TCP
6990405,1528082387,e s,tcp,192.168.100.150,22419.0,192.168.100.5,80.0,7,984,RST,1528082441,29820,53.342464,0.571182,1.061686,,,2.855912,0,2.690694,,,,,6,1,924,60,0.112481,0.094025,0,1678310,1738830,20674,19369,43607,83322,0.131227534,1,DoS,TCP
8437839,1528082661,e s,tcp,192.168.100.148,34375.0,192.168.100.5,80.0,4,616,REQ,1528082684,428612,22.929159,0,0,,,0,0,0,,,,,4,0,616,0,0.130838,0.130838,0,1743198,1750360,21679,19475,43712,83281,0.174450358,1,DoS,TCP
8343377,1528082652,e s,tcp,192.168.100.149,41914.0,192.168.100.7,80.0,2,308,REQ,1528082672,334150,20.044395,0,0,,,0,0,0,,,,,2,0,308,0,0.049889,0.049889,0,1703006,1347938,21053,18773,43575,83278,0.099778517,1,DoS,TCP
7561267,1528082511,e s,tcp,192.168.100.148,30608.0,192.168.100.7,80.0,6,924,REQ,1528082565,76361,53.527939,0,0,,,0,0,0,,,,,6,0,924,0,0.093409,0.093409,0,1767826,1336532,22055,18691,43510,83283,0.112090996,1,DoS,TCP
6266543,1528082214,e s,tcp,192.168.100.148,62109.0,192.168.100.7,80.0,4,616,REQ,1528082254,92441,40.609371,0,0,,,0,0,0,,,,,4,0,616,0,0.073875,0.073875,0,1786314,1338106,22125,18747,43666,83288,0.098499433,1,DoS,TCP
6742757,1528082331,e s,tcp,192.168.100.150,2691.0,192.168.100.5,80.0,6,924,REQ,1528082384,44332,52.772381,0.957117,1.914233,,,4.785583,0,4.785583,,,,,6,0,924,0,0.094747,0.094747,0,1671124,1759362,20537,19725,43529,83264,0.113695836,1,DoS,TCP
7258737,1528082450,e s,tcp,192.168.100.148,32516.0,192.168.100.7,80.0,8,1232,REQ,1528082495,35992,44.646576,0.403648,0.988732,,,2.825537,0,2.825537,,,,,8,0,1232,0,0.156787,0.156787,0,1758638,1337836,22041,18625,43567,83282,0.179185073,1,DoS,TCP
8486667,1528082690,e s,tcp,192.168.100.148,33180.0,192.168.100.5,80.0,5,676,REQ,1528082728,19170,37.913185,0.011819,0.020471,,,0.047276,0,0.047276,,,,,4,1,616,60,0.105504,0.079128,0,1744051,1726831,21782,19239,43582,83253,0.131880242,1,DoS,TCP
7276104,1528082452,e s,tcp,192.168.100.148,50731.0,192.168.100.7,80.0,8,1232,REQ,1528082500,53359,47.53244,0.468992,1.14879,,,3.282941,0,3.282941,,,,,8,0,1232,0,0.147268,0.147268,0,1760005,1334166,21874,18697,43691,83243,0.168306108,1,DoS,TCP
8034131,1528082629,e,tcp,192.168.100.147,4466.0,192.168.100.6,80.0,1,154,REQ,1528082629,24904,0,0,0,,,0,0,0,,,,,1,0,154,0,0,0,0,1754672,1270486,21759,17051,43746,83276,#DIV/0!,1,DoS,TCP
8058153,1528082631,e,tcp,192.168.100.147,10855.0,192.168.100.6,80.0,1,154,REQ,1528082631,48926,0,0,0,,,0,0,0,,,,,1,0,154,0,0,0,0,1719902,1250572,21151,16846,43629,83238,#DIV/0!,1,DoS,TCP
7281323,1528082452,e s,tcp,192.168.100.148,53478.0,192.168.100.7,80.0,8,1232,REQ,1528082500,58578,48.050468,0.473659,1.160223,,,3.315612,0,3.315612,,,,,8,0,1232,0,0.14568,0.14568,0,1741262,1331798,21747,18598,43676,83174,0.166491615,1,DoS,TCP
7091877,1528082393,e s,tcp,192.168.100.150,10410.0,192.168.100.5,80.0,7,890,RST,1528082420,131292,26.832775,1.960217,1.401142,,,5.88065,0,3.191244,,,,,5,2,770,120,0.223607,0.149071,0.099051,1695132,1757686,20845,19771,43827,83231,0.260874993,1,DoS,TCP
6746816,1528082332,e s,tcp,192.168.100.147,39009.0,192.168.100.6,80.0,4,522,RST,1528082372,48391,40.040073,0.015419,0.021806,,,0.046258,0,0.046258,,,,,3,1,462,60,0.074925,0.04995,0,1747419,1248978,21506,16826,43620,83247,0.099899918,1,DoS,TCP
8075709,1528082632,e,tcp,192.168.100.148,41019.0,192.168.100.7,80.0,1,154,REQ,1528082632,66482,0,0,0,,,0,0,0,,,,,1,0,154,0,0,0,0,1750840,1340770,21880,18688,43672,83226,#DIV/0!,1,DoS,TCP
7571415,1528082512,e s,tcp,192.168.100.148,33357.0,192.168.100.7,80.0,6,924,REQ,1528082565,86509,52.990505,0,0,,,0,0,0,,,,,6,0,924,0,0.094357,0.094357,0,1742484,1337570,21653,18713,43796,83200,0.113227832,1,DoS,TCP
8821137,1528082751,e s,tcp,192.168.100.149,62674.0,192.168.100.7,80.0,6,924,REQ,1528082789,91480,38.457481,0.779855,1.55971,,,3.899274,0,3.899274,,,,,6,0,924,0,0.130014,0.130014,0,1670122,1348738,20384,18797,43665,83238,0.156016459,1,DoS,TCP
8110044,1528082635,e,tcp,192.168.100.150,44826.0,192.168.100.5,80.0,1,154,REQ,1528082635,100817,0,0,0,,,0,0,0,,,,,1,0,154,0,0,0,0,1680124,1741484,20692,19443,43775,83194,#DIV/0!,1,DoS,TCP
6821090,1528082336,e s,tcp,192.168.100.148,7177.0,192.168.100.7,80.0,5,770,REQ,1528082382,122665,45.633034,0,0,,,0,0,0,,,,,5,0,770,0,0.087656,0.087656,0,1726390,1344784,21402,18769,43743,83166,0.109569747,1,DoS,TCP
6624781,1528082284,e s,tcp,192.168.100.147,15644.0,192.168.100.6,80.0,4,522,RST,1528082324,188518,40.197231,0.015992,0.022617,,,0.047977,0,0.047977,,,,,3,1,462,60,0.074632,0.049814,0,1727432,1245335,21446,16782,43706,83158,0.099509342,1,DoS,TCP
8345391,1528082652,e g,tcp,192.168.100.147,29944.0,192.168.100.3,80.0,6,548,RST,1528082679,336164,27.172089,0.144613,0.007402,,,0.289226,0.137211,0.152015,,,,,4,2,428,120,0.184012,0.110407,0.036802,1743044,2541408,21443,29972,43769,83160,0.220814822,1,DoS,TCP
6194707,1528082210,e s,tcp,192.168.100.148,24871.0,192.168.100.7,80.0,5,770,REQ,1528082262,20605,52.846436,0,0,,,0,0,0,,,,,5,0,770,0,0.075691,0.075691,0,1757852,1341800,22136,18755,43618,83180,0.09461376,1,DoS,TCP
6308215,1528082217,e s,tcp,192.168.100.147,47807.0,192.168.100.6,80.0,3,462,REQ,1528082254,134113,36.938332,0,0,,,0,0,0,,,,,3,0,462,0,0.054144,0.054144,0,1729892,1257337,21299,16805,43823,83225,0.081216445,1,DoS,TCP
8448739,1528082663,e s,tcp,192.168.100.148,40834.0,192.168.100.5,80.0,4,616,REQ,1528082685,439512,21.946712,0,0,,,0,0,0,,,,,4,0,616,0,0.136695,0.136695,0,1748950,1736912,21726,19484,43794,83181,0.182259648,1,DoS,TCP
7186894,1528082404,e s,tcp,192.168.100.147,12970.0,192.168.100.6,80.0,4,522,RST,1528082442,226309,37.543034,0.017386,0.024587,,,0.052157,0,0.052157,,,,,3,1,462,60,0.079908,0.053346,0,1744631,1246513,21395,16775,43662,83154,0.106544399,1,DoS,TCP
6597172,1528082281,e g,tcp,192.168.100.149,18956.0,192.168.100.3,80.0,6,548,RST,1528082308,160909,27.460758,0.127597,0.00447,,,0.255195,0.123127,0.132068,,,,,4,2,428,120,0.182078,0.109247,0.036592,1712274,2528732,21168,29767,43762,83193,0.218493605,1,DoS,TCP
6575995,1528082278,e s,tcp,192.168.100.148,15478.0,192.168.100.7,80.0,4,616,REQ,1528082322,139732,43.975922,0,0,,,0,0,0,,,,,4,0,616,0,0.068219,0.068219,0,1758258,1343862,21925,18774,43756,83194,0.090958866,1,DoS,TCP
7058061,1528082391,e,tcp,192.168.100.150,58426.0,192.168.100.5,80.0,6,736,RST,1528082433,97476,42.091373,0.051314,0.057557,,,0.205257,0,0.139498,,,,,4,2,616,120,0.118789,0.071274,0.074616,1691926,1725730,20696,19323,43711,83152,0.142547025,1,DoS,TCP
6248303,1528082213,e s,tcp,192.168.100.148,52718.0,192.168.100.7,80.0,5,770,REQ,1528082270,74201,57.208675,0,0,,,0,0,0,,,,,5,0,770,0,0.069919,0.069919,0,1753295,1339756,21859,18704,43808,83155,0.087399332,1,DoS,TCP
8909616,1528082760,e s,tcp,192.168.100.148,32750.0,192.168.100.5,80.0,5,770,REQ,1528082792,179959,31.780251,0,0,,,0,0,0,,,,,5,0,770,0,0.125864,0.125864,0,1770704,1736836,22186,19400,43587,83173,0.157330413,1,DoS,TCP
8286151,1528082647,e s,tcp,192.168.100.149,24132.0,192.168.100.7,80.0,3,462,REQ,1528082688,276924,40.554012,0,0,,,0,0,0,,,,,3,0,462,0,0.049317,0.049317,0,1697694,1341560,20930,18756,43890,83173,0.073975418,1,DoS,TCP
7207024,1528082407,e s,tcp,192.168.100.148,17055.0,192.168.100.7,80.0,3,462,REQ,1528082437,246439,30.226204,0,0,,,0,0,0,,,,,3,0,462,0,0.066168,0.066168,0,1755067,1354357,21787,19033,43837,83176,0.099251629,1,DoS,TCP
7162750,1528082401,e g,tcp,192.168.100.149,48378.0,192.168.100.3,80.0,6,548,RST,1528082426,202165,25.221209,0.16191,0.003716,,,0.323819,0.158194,0.165625,,,,,4,2,428,120,0.198246,0.118948,0.039899,1709562,2532466,21062,29817,43822,83165,0.237895019,1,DoS,TCP
