pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPsrcIP,TnBPDstIP,TnPPSrcIP,TnPPDstIP,TnPPerProto,TnPPerDport,avgPD,attack,category,subcategory 
1107367,1526952321,e,udp,192.168.100.7,138,192.168.100.255,138,4,1086,INT,1526953052,422,731.000488,0.000129,0.000012,,,0.000257,0.000116,0.000141,,,,,4,0,1086,0,0.004104,0.004104,0,3195460024,86779662,3751547,103896,12245139,102203,0.005471953,0,Normal,Normal
1107931,1526954031,e,udp,192.168.100.6,138,192.168.100.255,138,2,500,INT,1526954931,361,900.018188,0,0,,,0,0,0,,,,,2,0,500,0,0.001111,0.001111,0,403633341,221254980,437690,266491,12219084,264974,0.002222177,0,Normal,Normal
1108090,1526954083,e,udp,192.168.100.27,5353,224.0.0.251,5353,1,183,INT,1526954083,529,0,0,0,,,0,0,0,,,,,1,0,183,0,0,0,0,396576040,24198109,424470,47492,11975763,254372,0,0,Normal,Normal
1108091,1526954084,e,udp,fe80::2c6a:ff9b:7e14:166a,5353,ff02::fb,5353,1,203,INT,1526954084,530,0,0,0,,,0,0,0,,,,,1,0,203,0,0,0,0,3419481,32169122,3689,55061,12224497,294194,0,0,Normal,Normal
1108102,1526954087,e,udp,192.168.100.27,68,192.168.100.1,67,2,684,CON,1526954087,541,0.00336,0.00336,0,,,0.00336,0.00336,0.00336,,,,,1,1,342,342,297.619049,0,0,163451723,324393205,225169,424443,12251670,1720,595.2380952,0,Normal,Normal
1108119,1526954092,e,arp,192.168.100.27,,192.168.100.1,,4,240,CON,1526954982,558,889.598511,0.000123,0.000032,,,0.000246,0.000091,0.000155,,,,,2,2,120,120,0.003372,0.001124,0.001124,62696407,392058257,87219,473567,745898,388481,0.00449641,0,Normal,Normal
1108301,1526953920,e &,tcp,192.168.100.55,8080,192.168.100.3,80,72289,71907965,CON,1526955645,1,1724.576172,4.952085,0.205644,,,1708.46936,1.143424,4.999962,,,,,36145,36144,36239590,35668375,41.916386,20.958193,20.957613,74058516,497606701,106128,625905,949647,655026,41.91696556,0,Normal,Normal
1108302,1526953920,e,udp,192.168.100.46,3456,192.168.100.5,80,72290,73095052,CON,1526955645,2,1724.576172,4.952231,0.205612,,,1708.519653,1.143425,4.99998,,,,,36145,36145,36860754,36234298,41.916965,20.958193,20.958193,322907868,322908804,375687,375689,11976267,607013,41.91754541,0,Normal,Normal
1108303,1526953920,e,tcp,192.168.100.46,80,192.168.100.5,80,37866,35245959,CON,1526955645,3,1724.57251,4.952046,0.230678,,,1708.456055,0.675799,4.999732,,,,,37866,0,35245959,0,21.956165,21.956165,0,284104355,284105291,325280,325282,934177,663338,21.95674567,0,Normal,Normal
1108304,1526953920,e,udp,192.168.100.46,80,192.168.100.5,80,36145,33806142,INT,1526955645,4,1724.57251,4.952066,0.230787,,,1708.462769,0.6758,4.999708,,,,,36145,0,33806142,0,20.958237,20.958237,0,237294515,237295452,293181,293183,11740664,614203,20.95881721,0,Normal,Normal
1108305,1526953920,e,tcp,192.168.100.5,0,192.168.100.3,0,22376,19844643,CON,1526955645,5,1724.57251,4.91756,0.253797,,,1696.558105,0.235296,4.999924,,,,,22376,0,19844643,0,12.97423,12.97423,0,248188554,597535705,266288,670490,1032818,525404,12.97480962,0,Normal,Normal
1108306,1526953920,e,tcp,192.168.100.6,80,192.168.100.3,80,12048,3566208,CON,1526955645,7,1724.43396,4.866191,0.04602,,,1673.969849,4.291259,4.999991,,,,,12048,0,3566208,0,6.986061,6.986061,0,131653005,667528475,157404,787411,1163924,444189,6.986640416,0,Normal,Normal
1108307,1526953920,e,udp,192.168.100.7,365,192.168.100.3,565,20654,1239240,INT,1526955645,6,1724.529541,4.913133,0.255865,,,1695.030762,0.187517,4.999994,,,,,20654,0,1239240,0,11.97602,11.97602,0,3478793741,529175027,4308542,645607,11981877,138697,11.97659971,0,Normal,Normal
1108310,1526953921,e,tcp,192.168.100.3,58028,13.211.17.145,8883,2539,663128,CON,1526955645,11,1723.355469,3.539396,1.741309,,,1189.237061,0.006099,4.999993,,,,,1270,1269,579374,83754,1.472708,0.736357,0.735774,1061361273,98585,1247020,1611,904110,128184,1.47328862,0,Normal,Normal
1108750,1526954297,e,udp,192.168.100.148,37741,144.48.166.166,123,2,180,CON,1526954297,1213,0.016504,0.016504,0,,,0.016504,0.016504,0.016504,,,,,1,1,90,90,60.59137,0,0,2464528304,256465452,2655694,267497,11718625,468885,121.1827436,0,Normal,Normal
1108751,1526954297,e,arp,192.168.100.1,,192.168.100.148,,2,120,CON,1526954297,1214,0.000112,0.000112,0,,,0.000112,0.000112,0.000112,,,,,1,1,60,60,8928.571289,0,0,58165445,1570530,91987,1672,871297,146182,17857.14286,0,Normal,Normal
1108767,1526954303,e,arp,192.168.100.148,,192.168.100.1,,2,120,CON,1526954303,1231,0.000084,0.000084,0,,,0.000084,0.000084,0.000084,,,,,1,1,60,60,11904.76172,0,0,1661816594,772056348,2041722,815620,968282,156233,23809.52381,0,Normal,Normal
1109433,1526954524,e,udp,192.168.100.147,57060,129.250.35.251,123,2,180,CON,1526954524,1936,0.007201,0.007201,0,,,0.007201,0.007201,0.007201,,,,,1,1,90,90,138.869598,0,0,1345625442,2965902,1634389,3651,12015044,357650,277.7392029,0,Normal,Normal
1109434,1526954524,e,arp,192.168.100.1,,192.168.100.147,,2,120,CON,1526954524,1937,0.000049,0.000049,0,,,0.000049,0.000049,0.000049,,,,,1,1,60,60,20408.16406,0,0,200535631,2938787,212766,3117,931191,180631,40816.32653,0,Normal,Normal
1109450,1526954529,e,arp,192.168.100.147,,192.168.100.1,,2,120,CON,1526954529,1954,0.000129,0.000129,0,,,0.000129,0.000129,0.000129,,,,,1,1,60,60,7751.938477,0,0,1664144618,456092743,1901312,625495,819466,161250,15503.87597,0,Normal,Normal
1109536,1526954557,e,arp,192.168.100.1,,192.168.100.3,,2,120,CON,1526954557,2045,0.000011,0.000011,0,,,0.000011,0.000011,0.000011,,,,,1,1,60,60,90909.09375,0,0,105059102,337700118,120985,401222,523258,121843,181818.1818,0,Normal,Normal
1110199,1526954778,e,udp,192.168.100.149,34376,203.114.73.24,123,2,180,CON,1526954778,2759,0.075958,0.075958,0,,,0.075958,0.075958,0.075958,,,,,1,1,90,90,13.165171,0,0,1984778523,5351835,2315931,7713,12580808,303605,26.33034045,0,Normal,Normal
1110215,1526954783,e,arp,192.168.100.149,,192.168.100.1,,2,120,CON,1526954783,2777,0.000038,0.000038,0,,,0.000038,0.000038,0.000038,,,,,1,1,60,60,26315.79102,0,0,2036490060,226414187,2437160,306537,318553,112309,52631.57895,0,Normal,Normal
1110769,1526954967,e,ipv6-icmp,fe80::250:56ff:febe:89ee,133,ff02::2,0,1,70,NRS,1526954967,3375,0,0,0,,,0,0,0,,,,,1,0,70,0,0,0,0,12250375,124526139,12750,128082,128082,211358,0,0,Normal,Normal
1110797,1526954976,e,udp,192.168.100.27,58999,192.168.100.1,53,2,190,CON,1526954977,3403,0.144204,0.144204,0,,,0.144204,0.144204,0.144204,,,,,1,1,87,103,6.93462,0,0,65780380,244539362,68436,301926,12480021,10848526,13.8692408,0,Normal,Normal
1111093,1526955075,e,udp,192.168.100.3,25669,192.33.4.12,53,2,943,CON,1526955075,3716,0.174224,0.174224,0,,,0.174224,0.174224,0.174224,,,,,1,1,94,849,5.739737,0,0,1253662230,49206,1475679,738,12805525,10928252,11.4794747,0,Normal,Normal
1111095,1526955075,e,udp,192.168.100.3,53977,192.33.4.12,53,2,943,CON,1526955075,3718,0.172941,0.172941,0,,,0.172941,0.172941,0.172941,,,,,1,1,94,849,5.782319,0,0,1181904308,555965,1417101,982,12781409,11073428,11.56463765,0,Normal,Normal
1111097,1526955076,e,udp,192.168.100.3,29972,192.26.92.30,53,2,936,CON,1526955076,3720,0.280203,0.280203,0,,,0.280203,0.280203,0.280203,,,,,1,1,91,845,3.568841,0,0,1100905907,2364130,1329333,2865,12576058,10701836,7.137682323,0,Normal,Normal
1111098,1526955076,e,udp,192.168.100.3,13117,192.26.92.30,53,2,936,CON,1526955076,3721,0.280581,0.280581,0,,,0.280581,0.280581,0.280581,,,,,1,1,91,845,3.564033,0,0,996649839,235519,1224804,799,12478197,10600563,7.128066405,0,Normal,Normal
1111099,1526955076,e,udp,192.168.100.3,63242,192.26.92.30,53,2,937,CON,1526955076,3722,0.280766,0.280766,0,,,0.280766,0.280766,0.280766,,,,,1,1,91,846,3.561685,0,0,915591728,2526309,1139737,2976,12636074,10706714,7.123369639,0,Normal,Normal
1111101,1526955076,e,udp,192.168.100.3,38798,192.26.92.30,53,2,937,CON,1526955076,3724,0.28065,0.28065,0,,,0.28065,0.28065,0.28065,,,,,1,1,91,846,3.563157,0,0,872030028,1632944,1086641,2834,12633883,10682626,7.126313914,0,Normal,Normal
1111102,1526955076,e,udp,192.168.100.3,14262,192.33.4.12,53,2,1209,CON,1526955076,3725,0.176529,0.176529,0,,,0.176529,0.176529,0.176529,,,,,1,1,70,1139,5.664792,0,0,936250708,36394865,1111704,37454,12392454,10527217,11.32958324,0,Normal,Normal
1111103,1526955076,e,udp,192.168.100.3,46335,192.33.4.12,53,2,957,CON,1526955076,3726,0.172538,0.172538,0,,,0.172538,0.172538,0.172538,,,,,1,1,92,865,5.795825,0,0,933087746,13476885,1104945,21041,12239172,10121347,11.59164938,0,Normal,Normal
1111104,1526955076,e,udp,192.168.100.3,58913,192.33.4.12,53,2,957,CON,1526955076,3727,0.172541,0.172541,0,,,0.172541,0.172541,0.172541,,,,,1,1,92,865,5.795723,0,0,929634822,7874961,1077349,15644,11889211,9747019,11.59144783,0,Normal,Normal
1111105,1526955076,e,udp,192.168.100.3,58094,192.203.230.10,53,2,943,CON,1526955076,3728,0.012377,0.012377,0,,,0.012377,0.012377,0.012377,,,,,1,1,94,849,80.795021,0,0,922157902,14782678,1076961,15728,11403992,9518442,161.5900461,0,Normal,Normal
1111106,1526955076,e,udp,192.168.100.3,20843,192.203.230.10,53,2,943,CON,1526955076,3729,0.012585,0.012585,0,,,0.012585,0.012585,0.012585,,,,,1,1,94,849,79.459671,0,0,901949609,12301719,1077127,13842,11242843,9373428,158.9193484,0,Normal,Normal
1111109,1526955077,e,udp,192.168.100.3,55442,205.251.198.224,53,2,467,CON,1526955077,3732,0.242158,0.242158,0,,,0.242158,0.242158,0.242158,,,,,1,1,91,376,4.129535,0,0,1030186956,232044,1194427,1537,11245829,9543352,8.259070524,0,Normal,Normal
1111110,1526955077,e,udp,192.168.100.3,30113,205.251.198.224,53,2,479,CON,1526955077,3733,0.250669,0.250669,0,,,0.250669,0.250669,0.250669,,,,,1,1,91,388,3.989325,0,0,1284020649,182491,1450140,614,11170044,9470728,7.978649135,0,Normal,Normal
1111112,1526955077,e,udp,192.168.100.3,21802,199.249.120.1,53,2,947,CON,1526955077,3735,0.011063,0.011063,0,,,0.011063,0.011063,0.011063,,,,,1,1,92,855,90.391396,0,0,1404855910,3402621,1571077,6115,11621106,9603768,180.7827895,0,Normal,Normal
1111113,1526955077,e,udp,192.168.100.3,2434,192.203.230.10,53,2,957,CON,1526955077,3736,0.011926,0.011926,0,,,0.011926,0.011926,0.011926,,,,,1,1,92,865,83.85041,0,0,1631423314,5133254,1805285,7102,11918181,9962183,167.7008217,0,Normal,Normal
1111114,1526955077,e,udp,192.168.100.3,51811,199.19.56.1,53,2,947,CON,1526955077,3737,0.219619,0.219619,0,,,0.219619,0.219619,0.219619,,,,,1,1,92,855,4.55334,0,0,1811059197,7466145,1993964,7799,11977269,10235219,9.106680205,0,Normal,Normal
1111115,1526955077,e,udp,192.168.100.3,60079,103.49.80.1,53,2,981,CON,1526955077,3738,0.224082,0.224082,0,,,0.224082,0.224082,0.224082,,,,,1,1,94,887,4.462652,0,0,1769827048,675,2005577,8,11436920,9851853,8.92530413,0,Normal,Normal
1111116,1526955077,e,udp,192.168.100.3,56175,103.49.80.1,53,2,981,CON,1526955077,3739,0.223941,0.223941,0,,,0.223941,0.223941,0.223941,,,,,1,1,94,887,4.465462,0,0,1772836214,782,2033437,8,11836874,10368366,8.93092377,0,Normal,Normal
1111118,1526955077,e,udp,192.168.100.3,34068,156.154.100.3,53,2,981,CON,1526955077,3741,0.011458,0.011458,0,,,0.011458,0.011458,0.011458,,,,,1,1,94,887,87.275269,0,0,1724570298,1181,2030006,6,11726787,10476453,174.5505324,0,Normal,Normal
1111119,1526955077,eU,udp,192.168.100.3,18853,205.251.192.33,53,2,467,CON,1526955078,3742,0.25127,0.25127,0,,,0.25127,0.25127,0.25127,,,,,1,1,91,376,3.979783,0,0,1850842546,379,2121907,4,11540415,10228982,7.959565408,0,Normal,Normal
1111120,1526955077,e,udp,192.168.100.3,12579,205.251.197.84,53,2,468,CON,1526955077,3743,0.010366,0.010366,0,,,0.010366,0.010366,0.010366,,,,,1,1,91,377,96.469223,0,0,2115537727,430,2428379,4,11286642,10233816,192.9384526,0,Normal,Normal
1111121,1526955077,e,udp,192.168.100.3,23187,205.251.197.84,53,2,480,CON,1526955077,3744,0.009988,0.009988,0,,,0.009988,0.009988,0.009988,,,,,1,1,91,389,100.120148,0,0,2304278626,430,2650541,4,11055997,9809180,200.2402883,0,Normal,Normal
1111123,1526955077,e,udp,192.168.100.3,6272,205.251.192.183,53,2,470,CON,1526955078,3746,0.246608,0.246608,0,,,0.246608,0.246608,0.246608,,,,,1,1,92,378,4.055018,0,0,2535311066,3653727,2862974,3777,11313943,9844058,8.110036982,0,Normal,Normal
1111124,1526955077,e,udp,192.168.100.3,59035,205.251.192.183,53,2,482,CON,1526955078,3747,0.246115,0.246115,0,,,0.246115,0.246115,0.246115,,,,,1,1,92,390,4.063141,0,0,2824350615,1331228,3178946,1692,11726156,10475468,8.126282429,0,Normal,Normal
1111125,1526955077,eU,udp,192.168.100.3,54144,205.251.199.148,53,2,468,CON,1526955078,3748,0.243761,0.243761,0,,,0.243761,0.243761,0.243761,,,,,1,1,91,377,4.102379,0,0,2943162248,1723531,3389512,2031,11855673,10515367,8.204757939,0,Normal,Normal
1111126,1526955077,eU,udp,192.168.100.3,47730,205.251.199.148,53,2,480,CON,1526955078,3749,0.241491,0.241491,0,,,0.241491,0.241491,0.241491,,,,,1,1,91,389,4.140941,0,0,2701652303,581805,3250223,1446,11825174,10342750,8.281882141,0,Normal,Normal
1111127,1526955077,e,udp,192.168.100.3,60566,205.251.193.2,53,2,427,CON,1526955078,3750,0.244795,0.244795,0,,,0.244795,0.244795,0.244795,,,,,1,1,113,314,4.085051,0,0,2598697334,1560985,3164149,1626,11445552,10250521,8.170101514,0,Normal,Normal
1111128,1526955077,e,udp,192.168.100.3,29225,205.251.193.2,53,2,307,CON,1526955078,3751,0.243835,0.243835,0,,,0.243835,0.243835,0.243835,,,,,1,1,113,194,4.101134,0,0,2366886136,3113172,2927103,3210,11729546,10638654,8.202267927,0,Normal,Normal
1111129,1526955078,e,udp,192.168.100.3,3628,205.251.195.142,53,2,486,CON,1526955078,3752,0.236022,0.236022,0,,,0.236022,0.236022,0.236022,,,,,1,1,94,392,4.236893,0,0,1911545620,352,2442064,4,11781621,10560070,8.473786342,0,Normal,Normal
1111130,1526955078,e,udp,192.168.100.3,64729,205.251.195.142,53,2,474,CON,1526955078,3753,0.235951,0.235951,0,,,0.235951,0.235951,0.235951,,,,,1,1,94,380,4.238168,0,0,2069524055,352,2582850,4,11723346,10564017,8.476336188,0,Normal,Normal
1111131,1526955078,e,icmp,192.168.100.3,,205.251.192.33,,1,404,URP,1526955078,3754,0,0,0,,,0,0,0,,,,,1,0,404,0,0,0,0,1967565455,430,2355711,4,511,94836,0,0,Normal,Normal
1111132,1526955078,e,icmp,192.168.100.3,,205.251.199.148,,1,405,URP,1526955078,3755,0,0,0,,,0,0,0,,,,,1,0,405,0,0,0,0,1892945473,1332140,2254716,1694,34,126255,0,0,Normal,Normal
1111133,1526955078,e,icmp,192.168.100.3,,205.251.199.148,,1,417,URP,1526955078,3756,0,0,0,,,0,0,0,,,,,1,0,417,0,0,0,0,1774707351,1302244,2093120,1691,2669,116431,0,0,Normal,Normal
1111135,1526955078,e,udp,192.168.100.3,34567,192.5.5.241,53,2,1295,CON,1526955078,3758,0.031569,0.031569,0,,,0.031569,0.031569,0.031569,,,,,1,1,82,1213,31.676645,0,0,1880520172,6260435,2184815,6816,11656157,10315527,63.35328962,0,Normal,Normal
1111136,1526955078,e,udp,192.168.100.3,36279,192.5.5.241,53,2,1209,CON,1526955078,3759,0.031453,0.031453,0,,,0.031453,0.031453,0.031453,,,,,1,1,70,1139,31.79347,0,0,1689899729,4521924,1974306,5511,11867969,10226076,63.58693924,0,Normal,Normal
1111137,1526955078,e,udp,192.168.100.3,9601,192.35.51.30,53,2,885,CON,1526955078,3760,0.164567,0.164567,0,,,0.164567,0.164567,0.164567,,,,,1,1,82,803,6.076553,0,0,1472187009,5458468,1747469,6554,11636291,10044221,12.15310481,0,Normal,Normal
1111416,1526955171,e,udp,192.168.100.3,11052,205.251.197.191,53,2,359,CON,1526955171,4056,0.008238,0.008238,0,,,0.008238,0.008238,0.008238,,,,,1,1,111,248,121.388687,0,0,1636378099,29757355,1947448,31066,11579343,9955523,242.7773731,0,Normal,Normal
1111417,1526955171,e,udp,192.168.100.3,20350,205.251.197.191,53,2,359,CON,1526955171,4057,0.008104,0.008104,0,,,0.008104,0.008104,0.008104,,,,,1,1,111,248,123.395851,0,0,1777165899,19554992,2038147,21851,11529633,9512383,246.7917078,0,Normal,Normal
1111422,1526955172,e,udp,192.168.100.3,50654,205.251.198.212,53,2,467,CON,1526955172,4062,0.256859,0.256859,0,,,0.256859,0.256859,0.256859,,,,,1,1,91,376,3.893187,0,0,1964319649,680,2290109,4,11592437,10025108,7.786373068,0,Normal,Normal
1111423,1526955172,e,udp,192.168.100.3,23223,205.251.198.212,53,2,479,CON,1526955172,4063,0.258777,0.258777,0,,,0.258777,0.258777,0.258777,,,,,1,1,91,388,3.864331,0,0,2298149274,516,2577504,4,11237321,9566402,7.72866213,0,Normal,Normal
1111424,1526955172,e,udp,192.168.100.3,50045,205.251.195.59,53,2,468,CON,1526955172,4064,0.237593,0.237593,0,,,0.237593,0.237593,0.237593,,,,,1,1,91,377,4.208879,0,0,2295062972,688,2570595,8,11505011,10079332,8.417756415,0,Normal,Normal
1111425,1526955172,e,udp,192.168.100.3,12508,205.251.195.59,53,2,480,CON,1526955172,4065,0.237602,0.237602,0,,,0.237602,0.237602,0.237602,,,,,1,1,91,389,4.208719,0,0,2248712747,688,2548154,8,11773753,10100582,8.417437564,0,Normal,Normal
1111426,1526955172,e,udp,192.168.100.3,41698,43.230.48.1,53,2,981,CON,1526955172,4066,0.164961,0.164961,0,,,0.164961,0.164961,0.164961,,,,,1,1,94,887,6.062039,0,0,2098333022,2396281,2442012,2536,11612601,9789745,12.12407781,0,Normal,Normal
1111428,1526955172,e,udp,192.168.100.3,55746,43.230.48.1,53,2,981,CON,1526955172,4068,0.165147,0.165147,0,,,0.165147,0.165147,0.165147,,,,,1,1,94,887,6.055211,0,0,1997816084,1223584,2416879,1951,11453513,9604285,12.11042284,0,Normal,Normal
1111429,1526955172,e,udp,192.168.100.3,45528,205.251.198.119,53,2,353,CON,1526955172,4069,0.251007,0.251007,0,,,0.251007,0.251007,0.251007,,,,,1,1,108,245,3.983953,0,0,1696994580,771748,2050844,1145,12002830,10038306,7.967905278,0,Normal,Normal
1111430,1526955172,e,udp,192.168.100.3,40655,199.19.53.1,53,2,947,CON,1526955172,4070,0.215323,0.215323,0,,,0.215323,0.215323,0.215323,,,,,1,1,92,855,4.644186,0,0,1682813175,69432945,1989168,74255,12028894,10475699,9.288371423,0,Normal,Normal
1111431,1526955172,e,udp,192.168.100.3,22768,199.19.53.1,53,2,947,CON,1526955172,4071,0.215336,0.215336,0,,,0.215336,0.215336,0.215336,,,,,1,1,92,855,4.643906,0,0,1676754014,6920439,1982389,7134,12118733,10929255,9.287810677,0,Normal,Normal
1111433,1526955172,e,udp,192.168.100.3,36818,205.251.192.166,53,2,393,CON,1526955173,4073,0.244926,0.244926,0,,,0.244926,0.244926,0.244926,,,,,1,1,108,285,4.082866,0,0,1664374800,4194823,1972299,4584,12218584,10884659,8.16573169,0,Normal,Normal
1111434,1526955172,e,udp,192.168.100.3,41905,205.251.199.15,53,2,474,CON,1526955173,4074,0.242198,0.242198,0,,,0.242198,0.242198,0.242198,,,,,1,1,94,380,4.128853,0,0,1649883958,348,1954422,4,12701683,11623266,8.257706505,0,Normal,Normal
1111435,1526955172,e,udp,192.168.100.3,61837,205.251.192.166,53,2,405,CON,1526955173,4075,0.245517,0.245517,0,,,0.245517,0.245517,0.245517,,,,,1,1,111,294,4.073038,0,0,1656393050,3853141,1941142,4912,12406982,11685248,8.146075425,0,Normal,Normal
1111436,1526955172,e,udp,192.168.100.3,15440,205.251.199.15,53,2,486,CON,1526955173,4076,0.252817,0.252817,0,,,0.252817,0.252817,0.252817,,,,,1,1,94,392,3.95543,0,0,1878148314,344,2174324,4,12542087,11886743,7.910860425,0,Normal,Normal
1111437,1526955172,e,udp,192.168.100.3,9984,205.251.192.166,53,2,405,CON,1526955173,4077,0.249257,0.249257,0,,,0.249257,0.249257,0.249257,,,,,1,1,111,294,4.011923,0,0,1657284051,4212917,1964650,4596,12700291,11948673,8.023846873,0,Normal,Normal
1111438,1526955172,e,udp,192.168.100.3,15271,205.251.198.106,53,2,470,CON,1526955173,4078,0.244285,0.244285,0,,,0.244285,0.244285,0.244285,,,,,1,1,92,378,4.093579,0,0,1644554221,2399436,1934197,2537,12304287,11876465,8.187158442,0,Normal,Normal
1111439,1526955172,e,udp,192.168.100.3,40386,205.251.198.106,53,2,482,CON,1526955173,4079,0.24262,0.24262,0,,,0.24262,0.24262,0.24262,,,,,1,1,92,390,4.121672,0,0,1681733634,1723413,1962989,2029,12560631,11652878,8.2433435,0,Normal,Normal
1111440,1526955172,e,udp,192.168.100.3,39481,205.251.195.204,53,2,393,CON,1526955173,4080,0.234499,0.234499,0,,,0.234499,0.234499,0.234499,,,,,1,1,108,285,4.26441,0,0,1642111872,340,1929625,2,12612430,11774738,8.528821018,0,Normal,Normal
1111441,1526955173,e,udp,192.168.100.3,2509,192.12.94.30,53,2,854,CON,1526955173,4081,0.165167,0.165167,0,,,0.165167,0.165167,0.165167,,,,,1,1,100,754,6.054478,0,0,1494177325,6201,1786525,24,12855554,11580831,12.10895639,0,Normal,Normal
1111443,1526955173,e,udp,192.168.100.3,38743,192.12.94.30,53,2,936,CON,1526955173,4083,0.166236,0.166236,0,,,0.166236,0.166236,0.166236,,,,,1,1,91,845,6.015544,0,0,1493675711,5305,1782904,24,12391899,11440438,12.03108833,0,Normal,Normal
1111444,1526955173,e,udp,192.168.100.3,31426,192.12.94.30,53,2,936,CON,1526955173,4084,0.166651,0.166651,0,,,0.166651,0.166651,0.166651,,,,,1,1,91,845,6.000564,0,0,1561521727,5360,1839515,24,12673059,11872443,12.00112811,0,Normal,Normal
1111445,1526955173,e,udp,192.168.100.3,42521,192.12.94.30,53,2,937,CON,1526955173,4085,0.166343,0.166343,0,,,0.166343,0.166343,0.166343,,,,,1,1,91,846,6.011674,0,0,1568490052,5842,1851831,24,12972958,12022935,12.02334934,0,Normal,Normal
1111446,1526955173,e,udp,192.168.100.3,53434,192.12.94.30,53,2,937,CON,1526955173,4086,0.166094,0.166094,0,,,0.166094,0.166094,0.166094,,,,,1,1,91,846,6.020687,0,0,1678065070,6246,1963189,23,12789604,12116754,12.04137416,0,Normal,Normal
1111447,1526955173,e,udp,192.168.100.3,48134,199.249.112.1,53,2,947,CON,1526955173,4087,0.011261,0.011261,0,,,0.011261,0.011261,0.011261,,,,,1,1,92,855,88.802055,0,0,1799558886,582525,2094305,1456,12848537,12231851,177.6041204,0,Normal,Normal
1111448,1526955173,e,udp,192.168.100.3,46594,199.249.112.1,53,2,947,CON,1526955173,4088,0.010943,0.010943,0,,,0.010943,0.010943,0.010943,,,,,1,1,92,855,91.382614,0,0,1674345212,48155,1922430,713,12966940,12211995,182.7652381,0,Normal,Normal
1111450,1526955173,e,udp,192.168.100.3,32080,156.154.103.3,53,2,981,CON,1526955173,4090,0.011442,0.011442,0,,,0.011442,0.011442,0.011442,,,,,1,1,94,887,87.397308,0,0,1622448643,1027,1907507,8,12776720,12057787,174.7946163,0,Normal,Normal
1111451,1526955173,e,udp,192.168.100.3,3545,156.154.103.3,53,2,981,CON,1526955173,4091,0.011504,0.011504,0,,,0.011504,0.011504,0.011504,,,,,1,1,94,887,86.926285,0,0,1680429063,1003,1971146,8,12948316,12126412,173.852573,0,Normal,Normal
1111453,1526955174,e,udp,192.168.100.3,34958,205.251.194.154,53,2,337,CON,1526955174,4093,0.233728,0.233728,0,,,0.233728,0.233728,0.233728,,,,,1,1,100,237,4.278477,0,0,1682803343,6179149,1961089,6376,12675961,12130414,8.556955093,0,Normal,Normal
1111454,1526955174,e,udp,192.168.100.3,36929,205.251.197.251,53,2,474,CON,1526955174,4094,0.010327,0.010327,0,,,0.010327,0.010327,0.010327,,,,,1,1,94,380,96.833542,0,0,1759600005,693,2052634,8,12781630,11496182,193.6670863,0,Normal,Normal
1111455,1526955174,e,udp,192.168.100.3,43554,199.19.57.1,53,2,947,CON,1526955174,4095,0.214818,0.214818,0,,,0.214818,0.214818,0.214818,,,,,1,1,92,855,4.655103,0,0,1742652531,18628810,2046128,20873,12819417,11892701,9.31020678,0,Normal,Normal
1111456,1526955174,e,udp,192.168.100.3,53362,199.19.57.1,53,2,947,CON,1526955174,4096,0.215417,0.215417,0,,,0.215417,0.215417,0.215417,,,,,1,1,92,855,4.642159,0,0,1721960453,20623961,2025218,24182,12922297,11932976,9.284318322,0,Normal,Normal
1111457,1526955174,e,udp,192.168.100.3,36561,192.55.83.30,53,2,936,CON,1526955174,4097,0.169052,0.169052,0,,,0.169052,0.169052,0.169052,,,,,1,1,91,845,5.915339,0,0,1783789376,3394490,2098219,3537,12629456,11654510,11.83067932,0,Normal,Normal
1111458,1526955174,e,udp,192.168.100.3,21931,192.55.83.30,53,2,936,CON,1526955174,4098,0.169112,0.169112,0,,,0.169112,0.169112,0.169112,,,,,1,1,91,845,5.913241,0,0,1796485836,3398518,2116881,3522,12643799,11872897,11.82648186,0,Normal,Normal
1111460,1526955174,e,udp,192.168.100.3,26982,156.154.101.3,53,2,981,CON,1526955174,4100,0.011272,0.011272,0,,,0.011272,0.011272,0.011272,,,,,1,1,94,887,88.715401,0,0,2027452940,1204,2345736,12,12671090,11834079,177.430802,0,Normal,Normal
1111461,1526955174,e,udp,192.168.100.3,19983,156.154.101.3,53,2,981,CON,1526955174,4101,0.011116,0.011116,0,,,0.011116,0.011116,0.011116,,,,,1,1,94,887,89.960419,0,0,2049163304,1040,2360355,12,12435968,11788764,179.9208348,0,Normal,Normal
1111462,1526955174,e,udp,192.168.100.3,48750,205.251.193.205,53,2,480,CON,1526955174,4102,0.247763,0.247763,0,,,0.247763,0.247763,0.247763,,,,,1,1,91,389,4.036115,0,0,1837588001,59283663,2139273,63544,12581005,11927880,8.072230317,0,Normal,Normal
1111463,1526955174,e,udp,192.168.100.3,37765,205.251.193.205,53,2,468,CON,1526955174,4103,0.247856,0.247856,0,,,0.247856,0.247856,0.247856,,,,,1,1,91,377,4.034601,0,0,1928905864,29023647,2245314,31037,12499235,11908981,8.069201472,0,Normal,Normal
