pkSeqID,flgs,proto,sport,dport,pkts,bytes,state,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPsrcIP,TnBPDstIP,TnPPSrcIP,TnPPDstIP,TnPPerProto,TnPPerDport,avgPD,attack,category,subcategory 
927225,1,2,47422.0,38710.0,2,120,5,107631,0.043433,0.043433,0.0,0.043433,0.043433,0.043433,1,1,60,60,23.023968,0.0,0.0,1950699,2829392,23329,35139,33058,6,46.0479359,0,3,3
880209,1,2,47422.0,46717.0,2,120,5,60615,0.012644,0.012644,0.0,0.012644,0.012644,0.012644,1,1,60,60,79.08889,0.0,0.0,1939848,2816901,22979,35149,33130,6,158.1777918,0,3,3
914936,1,2,47422.0,10757.0,2,120,5,95342,0.002746,0.002746,0.0,0.002746,0.002746,0.002746,1,1,60,60,364.166077,0.0,0.0,1933574,2822765,22940,35139,33248,4,728.3321194,0,3,3
963313,1,2,47422.0,47508.0,2,120,5,143720,0.045811,0.045811,0.0,0.045811,0.045811,0.045811,1,1,60,60,21.828817,0.0,0.0,1926375,2826294,22983,35139,33345,7,43.65763681,0,3,3
924320,1,2,47422.0,57201.0,2,120,5,104726,0.037203,0.037203,0.0,0.037203,0.037203,0.037203,1,1,60,60,26.879553,0.0,0.0,1902722,2845012,22580,35312,33453,6,53.75910545,0,3,3
857561,1,2,47422.0,23803.0,2,120,5,37967,0.002806,0.002806,0.0,0.002806,0.002806,0.002806,1,1,60,60,356.379181,0.0,0.0,1923590,2835153,22929,35103,33613,3,712.7583749,0,3,3
933498,1,2,47422.0,24811.0,2,120,5,113904,0.018113,0.018113,0.0,0.018113,0.018113,0.018113,1,1,60,60,55.208965,0.0,0.0,1909081,2817724,22955,35032,33768,1,110.4179319,0,3,3
849439,1,2,47422.0,40424.0,2,120,5,29845,0.000645,0.000645,0.0,0.000645,0.000645,0.000645,1,1,60,60,1550.387573,0.0,0.0,1890922,2845548,22640,35206,33829,9,3100.775194,0,3,3
872202,1,2,47422.0,34304.0,2,120,5,52608,0.015821,0.015821,0.0,0.015821,0.015821,0.015821,1,1,60,60,63.207127,0.0,0.0,1899742,2818709,22563,34449,34311,3,126.4142595,0,3,3
946719,1,2,47422.0,18706.0,2,120,5,127125,0.033126,0.033126,0.0,0.033126,0.033126,0.033126,1,1,60,60,30.187767,0.0,0.0,1910511,2812548,22576,35514,32260,4,60.37553583,0,3,3
949417,1,2,47422.0,57928.0,2,120,5,129823,0.034464,0.034464,0.0,0.034464,0.034464,0.034464,1,1,60,60,29.015783,0.0,0.0,1900586,2812277,22649,34792,33746,5,58.03156917,0,3,3
1457905,1,2,47474.0,80.0,9,1615,5,314277,0.001668,0.001668,0.0,0.001668,0.001668,0.001668,5,4,855,760,4796.163086,2398.081543,1798.561157,1941980,2822090,23143,35645,32051,89998,5395.683453,0,3,3
1442036,1,2,47688.0,80.0,10,1675,5,298401,0.000288,0.000288,0.0,0.000288,0.000288,0.000288,6,4,915,760,31249.99805,17361.11133,10416.66602,1946185,2838550,23079,36147,30855,90599,34722.22222,0,3,3
425790,1,2,48808.0,1880.0,8,794,3,269083,0.007719,0.007719,0.0,0.007719,0.007719,0.007719,4,4,522,272,906.85321,388.651398,388.651398,1859940,2817289,22155,34812,33980,17,1036.403679,0,3,3
40917,1,2,48968.0,52822.0,2,120,5,12306,0.004141,0.004141,0.0,0.004141,0.004141,0.004141,1,1,60,60,241.487564,0.0,0.0,1946880,1994526,23083,22074,33383,8,482.9751268,0,3,3
805991,1,2,49694.0,1085.0,2,134,5,3028,1.5e-05,1.5e-05,0.0,1.5e-05,1.5e-05,1.5e-05,1,1,74,60,66666.67188,0.0,0.0,1920783,2813042,22805,35324,32403,19,133333.3333,0,3,3
1078486,1,2,49731.0,5491.0,2,120,5,258894,0.007991,0.007991,0.0,0.007991,0.007991,0.007991,1,1,60,60,125.140785,0.0,0.0,1862077,2831478,22044,36094,31476,2,250.2815668,0,3,3
1019465,1,2,49731.0,52936.0,2,120,5,199872,0.070811,0.070811,0.0,0.070811,0.070811,0.070811,1,1,60,60,14.122099,0.0,0.0,1862316,2812002,22169,35620,32049,2,28.24419935,0,3,3
872486,1,2,49731.0,57587.0,2,120,5,52892,0.018618,0.018618,0.0,0.018618,0.018618,0.018618,1,1,60,60,53.71146,0.0,0.0,1862848,2863706,22089,35881,32610,2,107.4229241,0,3,3
1066245,1,2,49731.0,18037.0,2,120,5,246653,0.037024,0.037024,0.0,0.037024,0.037024,0.037024,1,1,60,60,27.009508,0.0,0.0,1853759,2836509,21986,35534,32638,3,54.01901469,0,3,3
1080805,1,2,49731.0,3309.0,2,120,5,261213,0.01046,0.01046,0.0,0.01046,0.01046,0.01046,1,1,60,60,95.602295,0.0,0.0,1865142,2838064,22124,35644,32801,2,191.2045889,0,3,3
986981,1,2,49731.0,800.0,2,120,5,167388,0.057663,0.057663,0.0,0.057663,0.057663,0.057663,1,1,60,60,17.342142,0.0,0.0,1885259,2841013,22556,35431,33014,6,34.68428628,0,3,3
866469,1,2,49731.0,51495.0,2,120,5,46875,0.011245,0.011245,0.0,0.011245,0.011245,0.011245,1,1,60,60,88.928413,0.0,0.0,1844068,2823535,21919,35078,33299,6,177.8568253,0,3,3
864323,1,2,49731.0,14006.0,2,120,5,44729,0.009598,0.009598,0.0,0.009598,0.009598,0.009598,1,1,60,60,104.18837,0.0,0.0,1875993,2831456,22239,35288,33233,6,208.3767452,0,3,3
1012589,1,2,49731.0,48376.0,2,120,5,192996,0.055363,0.055363,0.0,0.055363,0.055363,0.055363,1,1,60,60,18.062605,0.0,0.0,1858945,2833166,22120,35221,33326,6,36.12520998,0,3,3
1006989,1,2,49731.0,61140.0,2,120,5,187396,0.051943,0.051943,0.0,0.051943,0.051943,0.051943,1,1,60,60,19.251873,0.0,0.0,1851888,2822981,21947,35173,33577,7,38.50374449,0,3,3
954258,1,2,49731.0,2999.0,2,120,5,134664,0.05107,0.05107,0.0,0.05107,0.05107,0.05107,1,1,60,60,19.580967,0.0,0.0,1826145,2843275,21624,35291,33966,4,39.1619346,0,3,3
965199,1,2,49731.0,44466.0,2,120,5,145606,0.038249,0.038249,0.0,0.038249,0.038249,0.038249,1,1,60,60,26.144474,0.0,0.0,1859294,2836853,22031,34933,34128,4,52.28894873,0,3,3
875686,1,2,49731.0,37643.0,2,120,5,56092,0.01375,0.01375,0.0,0.01375,0.01375,0.01375,1,1,60,60,72.727272,0.0,0.0,1863336,2844709,22115,34928,34275,4,145.4545455,0,3,3
863569,1,2,49731.0,30400.0,2,120,5,43975,0.012432,0.012432,0.0,0.012432,0.012432,0.012432,1,1,60,60,80.437584,0.0,0.0,1827811,2847981,21768,34995,34323,3,160.8751609,0,3,3
859069,1,2,49731.0,1285.0,2,120,5,39475,0.003162,0.003162,0.0,0.003162,0.003162,0.003162,1,1,60,60,316.255524,0.0,0.0,1826162,2842521,21802,34992,34451,9,632.5110689,0,3,3
1045812,1,2,49731.0,45589.0,2,120,5,226220,0.033361,0.033361,0.0,0.033361,0.033361,0.033361,1,1,60,60,29.975121,0.0,0.0,1844526,2834382,21981,34763,34727,6,59.9502413,0,3,3
940763,1,2,49731.0,63792.0,2,120,5,121169,0.035311,0.035311,0.0,0.035311,0.035311,0.035311,1,1,60,60,28.319788,0.0,0.0,1845351,2829434,21915,35039,33358,4,56.63957407,0,3,3
85241,1,2,49832.0,5190.0,2,134,5,21618,0.000475,0.000475,0.0,0.000475,0.000475,0.000475,1,1,74,60,2105.263184,0.0,0.0,1967297,1363128,23333,16226,31522,4,4210.526316,0,3,3
1261183,1,2,50428.0,60838.0,2,120,5,117407,0.035602,0.035602,0.0,0.035602,0.035602,0.035602,1,1,60,60,28.08831,0.0,0.0,1931285,2833143,22914,36005,31129,5,56.17661929,0,3,3
1210387,1,2,50428.0,37912.0,2,120,5,66610,0.013574,0.013574,0.0,0.013574,0.013574,0.013574,1,1,60,60,73.67025,0.0,0.0,1944977,2830895,23115,36110,31227,3,147.3405039,0,3,3
1322564,1,2,50428.0,13819.0,2,120,5,178789,0.057268,0.057268,0.0,0.057268,0.057268,0.057268,1,1,60,60,17.461758,0.0,0.0,1973574,2821600,23436,36038,31152,2,34.9235175,0,3,3
1204392,1,2,50428.0,23030.0,2,120,5,60615,0.005927,0.005927,0.0,0.005927,0.005927,0.005927,1,1,60,60,168.719421,0.0,0.0,1959600,2811355,23342,35800,31157,3,337.4388392,0,3,3
1286023,1,2,50428.0,54531.0,2,120,5,142247,0.035571,0.035571,0.0,0.035571,0.035571,0.035571,1,1,60,60,28.112787,0.0,0.0,1946061,2832721,23125,35592,32131,4,56.22557701,0,3,3
1338458,1,2,50428.0,23146.0,2,120,5,194683,0.050032,0.050032,0.0,0.050032,0.050032,0.050032,1,1,60,60,19.987207,0.0,0.0,1942071,2841025,23355,35547,32466,2,39.97441637,0,3,3
1196530,1,2,50428.0,45893.0,2,120,5,52753,0.000272,0.000272,0.0,0.000272,0.000272,0.000272,1,1,60,60,3676.470459,0.0,0.0,1935941,2842882,23078,35684,32792,1,7352.941176,0,3,3
1233754,1,2,50428.0,52765.0,2,120,5,89977,0.014036,0.014036,0.0,0.014036,0.014036,0.014036,1,1,60,60,71.245369,0.0,0.0,1966432,2816931,23384,35312,32872,6,142.4907381,0,3,3
1230968,1,2,50428.0,14445.0,2,120,5,87191,0.028202,0.028202,0.0,0.028202,0.028202,0.028202,1,1,60,60,35.458481,0.0,0.0,1915639,2828643,22780,35423,32893,2,70.91695624,0,3,3
1253152,1,2,50428.0,29462.0,2,120,5,109375,0.029248,0.029248,0.0,0.029248,0.029248,0.029248,1,1,60,60,34.190372,0.0,0.0,1932909,2843282,22968,35567,33022,5,68.38074398,0,3,3
1337353,1,2,50428.0,32352.0,2,120,5,193578,0.055721,0.055721,0.0,0.055721,0.055721,0.055721,1,1,60,60,17.946556,0.0,0.0,1908710,2827208,22796,35257,33180,4,35.89311032,0,3,3
1289023,1,2,50428.0,44972.0,2,120,5,145247,0.029111,0.029111,0.0,0.029111,0.029111,0.029111,1,1,60,60,34.351276,0.0,0.0,1913667,2829835,22941,35010,33529,2,68.7025523,0,3,3
1260963,1,2,50428.0,42939.0,2,120,5,117186,0.037411,0.037411,0.0,0.037411,0.037411,0.037411,1,1,60,60,26.730106,0.0,0.0,1919217,2813555,23053,34492,34694,3,53.46021224,0,3,3
1220319,1,2,50428.0,16311.0,2,120,5,76542,0.019838,0.019838,0.0,0.019838,0.019838,0.019838,1,1,60,60,50.408306,0.0,0.0,1927481,2824575,23041,35225,32978,6,100.8166146,0,3,3
49302,1,2,50660.0,3283.0,2,134,5,21023,2e-05,2e-05,0.0,2e-05,2e-05,2e-05,1,1,74,60,50000.0,0.0,0.0,1891225,2848692,22843,35715,32655,5,100000.0,0,3,3
38643,1,2,51456.0,6001.0,2,120,5,10027,0.003362,0.003362,0.0,0.003362,0.003362,0.003362,1,1,60,60,297.441986,0.0,0.0,1873891,1983932,22489,22102,34758,2,594.8839976,0,3,3
1181363,1,2,52071.0,51051.0,2,120,5,37586,0.000997,0.000997,0.0,0.000997,0.000997,0.000997,1,1,60,60,1003.008972,0.0,0.0,1930559,2800528,22867,35840,31308,3,2006.018054,0,3,3
1209541,1,2,52071.0,2891.0,2,120,5,65764,0.024396,0.024396,0.0,0.024396,0.024396,0.024396,1,1,60,60,40.990326,0.0,0.0,1925554,2815173,22905,35518,32217,4,81.98065257,0,3,3
1183168,1,2,52071.0,21195.0,2,120,5,39391,0.000939,0.000939,0.0,0.000939,0.000939,0.000939,1,1,60,60,1064.962769,0.0,0.0,1901774,2830366,22697,35228,33199,6,2129.925453,0,3,3
1184674,1,2,52071.0,22802.0,2,120,5,40897,0.000689,0.000689,0.0,0.000689,0.000689,0.000689,1,1,60,60,1451.378784,0.0,0.0,1923972,2832650,22892,35071,33207,4,2902.75762,0,3,3
1196638,1,2,52071.0,26910.0,2,120,5,52861,0.001841,0.001841,0.0,0.001841,0.001841,0.001841,1,1,60,60,543.183044,0.0,0.0,1893659,2826428,22613,34794,34089,4,1086.366105,0,3,3
1184350,1,2,52071.0,65116.0,2,120,5,40573,0.001067,0.001067,0.0,0.001067,0.001067,0.001067,1,1,60,60,937.207153,0.0,0.0,1889470,2846770,22614,34792,34827,5,1874.414246,0,3,3
1153104,1,2,52071.0,17264.0,2,120,5,9326,9.7e-05,9.7e-05,0.0,9.7e-05,9.7e-05,9.7e-05,1,1,60,60,10309.27832,0.0,0.0,1909285,2837809,22642,36265,31128,2,20618.5567,0,3,3
1147865,1,2,52071.0,16679.0,2,120,5,4087,0.000122,0.000122,0.0,0.000122,0.000122,0.000122,1,1,60,60,8196.72168,0.0,0.0,1927474,2836914,22883,35797,31657,2,16393.44262,0,3,3
1168766,1,2,52071.0,32889.0,2,120,5,24989,0.000446,0.000446,0.0,0.000446,0.000446,0.000446,1,1,60,60,2242.152588,0.0,0.0,1919893,2813130,22746,35554,31835,2,4484.304933,0,3,3
1227447,1,2,52071.0,2834.0,2,120,5,83670,0.031658,0.031658,0.0,0.031658,0.031658,0.031658,1,1,60,60,31.587591,0.0,0.0,1934278,2842441,22966,35564,33301,4,63.17518479,0,3,3
1150819,1,2,52071.0,18564.0,2,120,5,7041,6.1e-05,6.1e-05,0.0,6.1e-05,6.1e-05,6.1e-05,1,1,60,60,16393.44336,0.0,0.0,1907975,2834279,22927,35156,33668,6,32786.88525,0,3,3
1178287,1,2,52071.0,43278.0,2,120,5,34510,0.003361,0.003361,0.0,0.003361,0.003361,0.003361,1,1,60,60,297.530487,0.0,0.0,1879964,2837128,22503,34932,34189,4,595.0609938,0,3,3
1159200,1,2,52071.0,38549.0,2,120,5,15422,0.000323,0.000323,0.0,0.000323,0.000323,0.000323,1,1,60,60,3095.975342,0.0,0.0,1923620,2843764,23035,34817,34607,3,6191.950464,0,3,3
493937,1,1,53280.0,50612.0,1,60,2,12392,0.0,0.0,0.0,0.0,0.0,0.0,1,0,60,0,0.0,0.0,0.0,1922011,2850851,22910,35591,57660,6,0.0,0,3,3
666785,1,2,54114.0,9018.0,2,120,5,167469,0.04429,0.04429,0.0,0.04429,0.04429,0.04429,1,1,60,60,22.578461,0.0,0.0,1913080,2802750,22693,35559,31161,2,45.1569203,0,3,3
757177,1,2,54114.0,32304.0,2,120,5,257862,0.035339,0.035339,0.0,0.035339,0.035339,0.035339,1,1,60,60,28.297348,0.0,0.0,1860419,2803886,21835,35686,31134,2,56.59469708,0,3,3
669469,1,2,54114.0,31960.0,2,120,5,170153,0.040014,0.040014,0.0,0.040014,0.040014,0.040014,1,1,60,60,24.991253,0.0,0.0,1903222,2834116,22500,35992,31413,6,49.98250612,0,3,3
725574,1,2,54114.0,59502.0,2,120,5,226259,0.046297,0.046297,0.0,0.046297,0.046297,0.046297,1,1,60,60,21.599672,0.0,0.0,1860654,2815323,22021,35651,31397,6,43.19934337,0,3,3
707921,1,2,54114.0,64084.0,2,120,5,208606,0.072161,0.072161,0.0,0.072161,0.072161,0.072161,1,1,60,60,13.857902,0.0,0.0,1906235,2827504,22477,35891,31425,7,27.71580216,0,3,3
700351,1,2,54114.0,22942.0,2,120,5,201036,0.041026,0.041026,0.0,0.041026,0.041026,0.041026,1,1,60,60,24.374786,0.0,0.0,1878906,2820170,21990,35761,31725,4,48.74957344,0,3,3
705680,1,2,54114.0,12227.0,2,120,5,206365,0.06747,0.06747,0.0,0.06747,0.06747,0.06747,1,1,60,60,14.821403,0.0,0.0,1878372,2843076,22200,35857,31846,2,29.64280421,0,3,3
701016,1,2,54114.0,18807.0,2,120,5,201701,0.04076,0.04076,0.0,0.04076,0.04076,0.04076,1,1,60,60,24.533857,0.0,0.0,1880507,2849366,22339,35931,31973,2,49.06771344,0,3,3
619379,1,2,54114.0,36100.0,2,120,5,120062,0.034767,0.034767,0.0,0.034767,0.034767,0.034767,1,1,60,60,28.762909,0.0,0.0,1863250,2814453,22211,35444,32225,2,57.52581471,0,3,3
758534,1,2,54114.0,55874.0,2,120,5,259219,0.051952,0.051952,0.0,0.051952,0.051952,0.051952,1,1,60,60,19.248537,0.0,0.0,1884145,2819355,22212,35464,32312,5,38.49707422,0,3,3
708572,1,2,54114.0,26901.0,2,120,5,209257,0.052821,0.052821,0.0,0.052821,0.052821,0.052821,1,1,60,60,18.931864,0.0,0.0,1893447,2824908,22453,35555,32649,7,37.86372844,0,3,3
737455,1,2,54114.0,53115.0,2,120,5,238140,0.057417,0.057417,0.0,0.057417,0.057417,0.057417,1,1,60,60,17.416445,0.0,0.0,1836880,2808502,21906,34914,33236,6,34.83288921,0,3,3
705015,1,2,54114.0,56367.0,2,120,5,205700,0.050101,0.050101,0.0,0.050101,0.050101,0.050101,1,1,60,60,19.959681,0.0,0.0,1855136,2811604,22040,34809,33811,6,39.91936289,0,3,3
733644,1,2,54114.0,12499.0,2,120,5,234329,0.051651,0.051651,0.0,0.051651,0.051651,0.051651,1,1,60,60,19.360708,0.0,0.0,1848862,2822837,21961,34749,33956,6,38.72141875,0,3,3
670914,1,2,54114.0,25257.0,2,120,5,171598,0.04703,0.04703,0.0,0.04703,0.04703,0.04703,1,1,60,60,21.263025,0.0,0.0,1812573,2830177,21504,34914,33969,7,42.5260472,0,3,3
621404,1,2,54114.0,51342.0,2,120,5,122087,0.027829,0.027829,0.0,0.027829,0.027829,0.027829,1,1,60,60,35.933739,0.0,0.0,1858675,2846952,22127,35144,34200,4,71.86747637,0,3,3
572461,1,2,54114.0,51413.0,2,120,5,73143,0.022924,0.022924,0.0,0.022924,0.022924,0.022924,1,1,60,60,43.622402,0.0,0.0,1848843,2839009,21957,34900,34201,3,87.24480893,0,3,3
577255,1,2,54114.0,60031.0,2,120,5,77937,0.020903,0.020903,0.0,0.020903,0.020903,0.020903,1,1,60,60,47.840023,0.0,0.0,1833216,2822106,21824,34539,34506,6,95.68004593,0,3,3
587378,1,2,54114.0,46178.0,2,120,5,88060,0.013872,0.013872,0.0,0.013872,0.013872,0.013872,1,1,60,60,72.087654,0.0,0.0,1822683,2858080,21717,34927,34662,9,144.1753172,0,3,3
756274,1,2,54114.0,6227.0,2,120,5,256959,0.045093,0.045093,0.0,0.045093,0.045093,0.045093,1,1,60,60,22.176392,0.0,0.0,1838000,2846466,22001,34831,34997,6,44.35278203,0,3,3
772314,1,2,55030.0,995.0,16,3455,5,273001,0.051717,0.051717,0.0,0.051717,0.051717,0.051717,9,7,1107,2348,290.040039,154.688019,116.016014,1858043,2838171,22170,35238,33555,11,309.3760272,0,3,3
1450290,1,2,55900.0,80.0,10,1675,5,306658,0.000545,0.000545,0.0,0.000545,0.000545,0.000545,6,4,915,760,16513.76172,9174.311523,5504.586914,1893358,2848715,22563,35023,34461,88292,18348.62385,0,3,3
450405,1,2,5602.0,3311.0,2,120,5,3827,4.8e-05,4.8e-05,0.0,4.8e-05,4.8e-05,4.8e-05,1,1,60,60,20833.33203,0.0,0.0,1974585,2800258,23494,35577,31038,5,41666.66667,0,3,3
769922,1,2,56176.0,1880.0,8,794,3,270608,0.001047,0.001047,0.0,0.001047,0.001047,0.001047,4,4,522,272,6685.768555,2865.329346,2865.329346,1847906,2826530,21991,35081,33770,14,7640.878701,0,3,3
340158,1,2,56304.0,14982.0,2,120,5,183451,0.024423,0.024423,0.0,0.024423,0.024423,0.024423,1,1,60,60,40.945011,0.0,0.0,1920827,2839558,22753,36263,31194,7,81.8900217,0,3,3
285419,1,2,56304.0,19991.0,2,120,5,128711,0.024216,0.024216,0.0,0.024216,0.024216,0.024216,1,1,60,60,41.295013,0.0,0.0,1910102,2825668,22434,35784,31391,6,82.59002313,0,3,3
354094,1,2,56304.0,33646.0,2,120,5,197387,0.0597,0.0597,0.0,0.0597,0.0597,0.0597,1,1,60,60,16.750418,0.0,0.0,1905035,2827373,22533,35919,31370,2,33.50083752,0,3,3
339406,1,2,56304.0,18338.0,2,120,5,182699,0.025731,0.025731,0.0,0.025731,0.025731,0.025731,1,1,60,60,38.863628,0.0,0.0,1864882,2811724,22050,35675,31737,5,77.72725506,0,3,3
211341,1,2,56304.0,46759.0,2,120,5,54633,0.01525,0.01525,0.0,0.01525,0.01525,0.01525,1,1,60,60,65.573769,0.0,0.0,1867566,2844562,22145,36033,31731,10,131.147541,0,3,3
249213,1,2,56304.0,61069.0,2,120,5,92505,0.0333,0.0333,0.0,0.0333,0.0333,0.0333,1,1,60,60,30.030029,0.0,0.0,1880808,2811192,22407,35498,32057,4,60.06006006,0,3,3
345829,1,2,56304.0,26105.0,2,120,5,189122,0.04283,0.04283,0.0,0.04283,0.04283,0.04283,1,1,60,60,23.34812,0.0,0.0,1862871,2801826,22110,35424,32055,2,46.69624095,0,3,3
227338,1,2,56304.0,49428.0,2,120,5,70630,0.001285,0.001285,0.0,0.001285,0.001285,0.001285,1,1,60,60,778.210083,0.0,0.0,1892816,2839008,22505,35825,32036,7,1556.420233,0,3,3
305440,1,2,56304.0,34440.0,2,120,5,148732,0.053123,0.053123,0.0,0.053123,0.053123,0.053123,1,1,60,60,18.824238,0.0,0.0,1875163,2817369,22244,35349,32721,5,37.64847618,0,3,3
322497,1,2,56304.0,3383.0,2,120,5,165789,0.05527,0.05527,0.0,0.05527,0.05527,0.05527,1,1,60,60,18.092999,0.0,0.0,1827124,2821611,21680,34953,33844,5,36.18599602,0,3,3
257654,1,2,56304.0,50030.0,2,120,5,100946,0.032539,0.032539,0.0,0.032539,0.032539,0.032539,1,1,60,60,30.732353,0.0,0.0,1859593,2832322,22183,34906,34059,4,61.46470389,0,3,3
324575,1,2,56304.0,58096.0,2,120,5,167867,0.061184,0.061184,0.0,0.061184,0.061184,0.061184,1,1,60,60,16.344143,0.0,0.0,1833058,2834073,21670,34768,34423,9,32.68828452,0,3,3
306277,1,2,56304.0,37596.0,2,120,5,149569,0.042559,0.042559,0.0,0.042559,0.042559,0.042559,1,1,60,60,23.496792,0.0,0.0,1854700,2839424,22201,34756,34505,6,46.99358538,0,3,3
334713,1,2,56304.0,42727.0,2,120,5,178006,0.037488,0.037488,0.0,0.037488,0.037488,0.037488,1,1,60,60,26.675203,0.0,0.0,1838930,2848503,21988,34963,34585,9,53.35040546,0,3,3
291178,1,2,56304.0,46441.0,2,120,5,134470,0.019541,0.019541,0.0,0.019541,0.019541,0.019541,1,1,60,60,51.174458,0.0,0.0,1859029,2840440,22108,34868,34499,4,102.3489074,0,3,3
206200,1,2,56304.0,63394.0,2,120,5,49492,0.008849,0.008849,0.0,0.008849,0.008849,0.008849,1,1,60,60,113.007126,0.0,0.0,1832507,2849330,21788,34935,34729,4,226.0142389,0,3,3
318889,1,2,56304.0,8332.0,2,120,5,162181,0.0497,0.0497,0.0,0.0497,0.0497,0.0497,1,1,60,60,20.120724,0.0,0.0,1844354,2845131,21980,34883,34893,4,40.24144869,0,3,3
340555,1,2,56304.0,3834.0,2,120,5,183848,0.02404,0.02404,0.0,0.02404,0.02404,0.02404,1,1,60,60,41.597336,0.0,0.0,1833948,2854696,21894,34932,34783,6,83.19467554,0,3,3
483138,1,2,56342.0,407.0,2,134,5,1452,3.8e-05,3.8e-05,0.0,3.8e-05,3.8e-05,3.8e-05,1,1,74,60,26315.79102,0.0,0.0,1949352,2855039,23166,36243,31616,2,52631.57895,0,3,3
1424000,1,2,56434.0,80.0,10,1675,5,280254,0.000289,0.000289,0.0,0.000289,0.000289,0.000289,6,4,915,760,31141.86914,17301.03906,10380.62305,1904840,2857732,22852,35730,33184,89078,34602.07612,0,3,3
378893,1,2,57044.0,36069.0,2,120,5,222186,0.024893,0.024893,0.0,0.024893,0.024893,0.024893,1,1,60,60,40.171936,0.0,0.0,1917772,2834779,23187,35932,31382,2,80.34387177,0,3,3
309999,1,2,57044.0,16324.0,2,120,5,153291,0.042383,0.042383,0.0,0.042383,0.042383,0.042383,1,1,60,60,23.594366,0.0,0.0,1897684,2830760,22867,35602,32562,2,47.18873133,0,3,3
323050,1,2,57044.0,24636.0,2,120,5,166342,0.054224,0.054224,0.0,0.054224,0.054224,0.054224,1,1,60,60,18.442019,0.0,0.0,1915508,2834133,23030,35442,32733,2,36.88403659,0,3,3
404908,1,2,57044.0,42426.0,2,120,5,248201,0.010682,0.010682,0.0,0.010682,0.010682,0.010682,1,1,60,60,93.615433,0.0,0.0,1903179,2832632,22876,35321,33155,6,187.2308556,0,3,3
373523,1,2,57044.0,18449.0,2,120,5,216816,0.038431,0.038431,0.0,0.038431,0.038431,0.038431,1,1,60,60,26.02066,0.0,0.0,1899456,2847408,22956,35313,33552,7,52.04132081,0,3,3
405453,1,2,57044.0,8440.0,2,120,5,248746,0.010602,0.010602,0.0,0.010602,0.010602,0.010602,1,1,60,60,94.321823,0.0,0.0,1886058,2824967,22727,35129,33622,2,188.6436521,0,3,3
324284,1,2,57044.0,40988.0,2,120,5,167576,0.047407,0.047407,0.0,0.047407,0.047407,0.047407,1,1,60,60,21.093931,0.0,0.0,1879036,2820239,22678,34930,33748,6,42.18786255,0,3,3
410086,1,2,57044.0,63454.0,2,120,5,253379,0.011552,0.011552,0.0,0.011552,0.011552,0.011552,1,1,60,60,86.565094,0.0,0.0,1893830,2813376,22878,34827,33848,7,173.1301939,0,3,3
418623,1,2,57044.0,18557.0,2,120,5,261916,0.013876,0.013876,0.0,0.013876,0.013876,0.013876,1,1,60,60,72.066879,0.0,0.0,1892263,2843817,22888,35235,33927,7,144.1337561,0,3,3
264633,1,2,57044.0,28939.0,2,120,5,107925,0.017122,0.017122,0.0,0.017122,0.017122,0.017122,1,1,60,60,58.404392,0.0,0.0,1922344,2841709,23336,35181,33921,4,116.808784,0,3,3
415823,1,2,57044.0,26591.0,2,120,5,259116,0.010222,0.010222,0.0,0.010222,0.010222,0.010222,1,1,60,60,97.828217,0.0,0.0,1900882,2806215,22902,34753,33983,1,195.6564273,0,3,3
325603,1,2,57044.0,42490.0,2,120,5,168895,0.044943,0.044943,0.0,0.044943,0.044943,0.044943,1,1,60,60,22.250406,0.0,0.0,1886425,2818073,22660,34697,34119,5,44.50081214,0,3,3
383286,1,2,57044.0,20401.0,2,120,5,226579,0.039651,0.039651,0.0,0.039651,0.039651,0.039651,1,1,60,60,25.220045,0.0,0.0,1850202,2844810,22231,34836,34867,6,50.44008978,0,3,3
665000,1,2,57184.0,24181.0,2,120,5,165684,0.039229,0.039229,0.0,0.039229,0.039229,0.039229,1,1,60,60,25.491344,0.0,0.0,1947437,2833019,23192,35922,31722,6,50.98269138,0,3,3
694401,1,2,57184.0,49879.0,2,120,5,195085,0.062442,0.062442,0.0,0.062442,0.062442,0.062442,1,1,60,60,16.014862,0.0,0.0,1973993,2841242,23662,35981,31771,2,32.02972358,0,3,3
743152,1,2,57184.0,887.0,2,120,5,243837,0.034062,0.034062,0.0,0.034062,0.034062,0.034062,1,1,60,60,29.358227,0.0,0.0,1948202,2825808,23088,35435,32325,2,58.71645822,0,3,3
718430,1,2,57184.0,9513.0,2,120,5,219115,0.051161,0.051161,0.0,0.051161,0.051161,0.051161,1,1,60,60,19.546139,0.0,0.0,1899967,2830092,22652,35484,32675,2,39.09227732,0,3,3
739743,1,2,57184.0,18854.0,2,120,5,240428,0.045151,0.045151,0.0,0.045151,0.045151,0.045151,1,1,60,60,22.147903,0.0,0.0,1900978,2849428,22770,35619,32890,2,44.2958074,0,3,3
620654,1,2,57184.0,40033.0,2,120,5,121337,0.03773,0.03773,0.0,0.03773,0.03773,0.03773,1,1,60,60,26.504108,0.0,0.0,1903904,2810079,22726,34849,33560,6,53.00821627,0,3,3
710140,1,2,57184.0,49032.0,2,120,5,210825,0.046579,0.046579,0.0,0.046579,0.046579,0.046579,1,1,60,60,21.468903,0.0,0.0,1917498,2833005,22957,35234,33508,4,42.93780459,0,3,3
